DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|01/09/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Solec (North East) Ltd|2000011567|1999.99|Solec May 2014 #1999.99|NE61 6DQ
Department for Transport|Department for Transport|01/09/2014|CurrGrt Las in AEF/A|Rail Strategy & Funding|TRANSPORT FOR LONDON|2000011549|2208700.87|TfL LOROL Grant|SW1H 0TL
Department for Transport|Department for Transport|01/09/2014|Data Supply - TD|Transport Direct&Travel|INRIX MEDIA LTD|2000011550|18499.2|#|WA14 1EP
Department for Transport|Department for Transport|01/09/2014|Grt Aid to NDPBs|Policy, Legislation and Funding|High Speed Two (HS2) Ltd|2000011551|10000000|HS2 Sept 2014 1st Tranche|E14 5AB
Department for Transport|Department for Transport|01/09/2014|Machinery Rental|Rail Accident Investigation Branch|Konica Minolta Bus. Solutions (UK)|2000011533|578.48|#|SS14 3AR
Department for Transport|Department for Transport|01/09/2014|Other Travel Costs|Transport Security Strategy|D Saunders Consultants Limited|2000011573|248.4|Travel and Subsistence 28.07.2014|ME16 0EU
Department for Transport|Department for Transport|01/09/2014|Rail Travel|Transport Security Strategy|D Saunders Consultants Limited|2000011573|8.9|Travel and Subsistence 28.07.2014|ME16 0EU
Department for Transport|Department for Transport|01/09/2014|Research|Transport Security Strategy|HOME OFFICE SHARED SERVICE CENTRE|2000011579|41225.15|#|NP20 9BB
Department for Transport|Department for Transport|01/09/2014|Small Software|Environment & International Transport Analysis|ESRI (UK) LIMITED|2000011540|16200|#|HP21 7QG
Department for Transport|Department for Transport|01/09/2014|Small Software|Motoring Services|INSIGHT DIRECT (UK) LTD|2000011534|16536|#|UB8 1PH
Department for Transport|Department for Transport|01/09/2014|Subsistence Costs|Transport Security Strategy|D Saunders Consultants Limited|2000011573|329.7|Travel and Subsistence 28.07.2014|ME16 0EU
Department for Transport|Department for Transport|01/09/2014|Support Services|Group Procurement & Estate|DWP SHARED SERVICES|2000011577|23498.92|#|CF14 3UW
Department for Transport|Department for Transport|01/09/2014|Support Services|Aviation|CIVIL AVIATION AUTHORITY|2000011538|24599.5|#|RH10 0YR
Department for Transport|Department for Transport|01/09/2014|Support Services|Aviation|CIVIL AVIATION AUTHORITY|2000011538|60613|#|RH10 0YR
Department for Transport|Department for Transport|01/09/2014|Support Services|General Counsel's Office|Charles Lucas & Marshall|2000011562|106053.6|IDUSTRIAL INJURY|RG14 5EU
Department for Transport|Department for Transport|01/09/2014|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000011548|701.94|#|DL3 6XR
Department for Transport|Department for Transport|01/09/2014|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000011548|701.94|#|DL3 6XR
Department for Transport|Department for Transport|01/09/2014|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000011548|663.33|#|DL3 6XR
Department for Transport|Department for Transport|01/09/2014|Support Services|General Counsel's Office|Irwin Mitchell|2000011561|162304.55|INDUSTRIAL INJURY CLAIMS|S3 8DT
Department for Transport|Department for Transport|01/09/2014|Team Away Days|Energy, Technology and International|DFT ONE TIME VENDOR|2000011576|728.4|ETI AWAY DAY CATERING|SW1P 4DR
Department for Transport|Department for Transport|01/09/2014|Telephone charges|Air Accident Investigation Branch|VODAFONE LTD|2000011546|4226.96|#|RG14 5FF
Department for Transport|Department for Transport|01/09/2014|Training|Air Accident Investigation Branch|HELI AIR LIMITED|2000011555|785|#|CV35 9EU
Department for Transport|Department for Transport|01/09/2014|Training|Air Accident Investigation Branch|HELI AIR LIMITED|2000011555|590|#|CV35 9EU
Department for Transport|Department for Transport|01/09/2014|Training|Marine Accident Investigation Branch|Rockall Safety Ltd|2000011558|510|#|CF14 5GF
Department for Transport|Department for Transport|01/09/2014|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000011541|42947.15|#|NE4 7YQ
Department for Transport|Department for Transport|01/09/2014|Transport  Consult|Local|ATKINS LTD (TRANSPORT PLANNING)|2000011536|16261.14|#|WR5 1TX
Department for Transport|Department for Transport|01/09/2014|Transport  Consult|Local|ATKINS LTD (TRANSPORT PLANNING)|2000011536|18481.8|#|WR5 1TX
Department for Transport|Department for Transport|01/09/2014|Transport  Consult|Rail Commercial & Programme Office|ATKINS LTD (TRANSPORT PLANNING)|2000011536|12817.87|#|WR5 1TX
Department for Transport|Department for Transport|01/09/2014|Transport  Consult|Aviation|Pricewaterhouse Coopers LLP|2000011542|64694.4|#|SE1 2RD
Department for Transport|Department for Transport|01/09/2014|Transport  Consult|Rail Franchising|TRANSPORT RESEARCH LABORATORY|2000011543|57039.7|#|RG40 3GA
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Group Human Resource|CAPITA BUSINESS SERVICES LTD|2000011630|2842.5|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000011642|3594|#|SL1 3SA
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000011643|3391.26|#|BR1 1HP
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000011630|9891.36|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000011630|4284.36|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|NETWORKERS INTERNATIONAL (UK) PLC|2000011643|3713.64|#|BR1 1HP
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000011630|2615.16|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Strategy & Funding|NETWORKERS INTERNATIONAL (UK) PLC|2000011643|767.57|#|BR1 1HP
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Motoring Services|SPRING TECHNOLOGY LTD  ALSO T/A|2000011644|2545.92|#|B37 7YE
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Motoring Services|SPRING TECHNOLOGY LTD  ALSO T/A|2000011644|3182.4|#|B37 7YE
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000011630|2355.36|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000011643|1925.7|#|BR1 1HP
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000011630|2680.14|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000011630|5775.84|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Franchising|CAPITA BUSINESS SERVICES LTD|2000011630|4450.14|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Franchising|CAPITA BUSINESS SERVICES LTD|2000011630|3362.8|#|DL1 9HN
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Strategic Roads & Smart Ticketing|Experis Ltd|2000011632|2266.44|#|EC2M 2RB
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Franchising|NETWORKERS INTERNATIONAL (UK) PLC|2000011643|3551.76|#|BR1 1HP
Department for Transport|Department for Transport|02/09/2014|Agency Staff Costs|Rail Strategy & Funding|NETWORKERS INTERNATIONAL (UK) PLC|2000011643|959.46|#|BR1 1HP
Department for Transport|Department for Transport|02/09/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|EV Charging Centre|2000011662|5000|EVCC July 2014 #5000|NG2 7RQ
Department for Transport|Department for Transport|02/09/2014|Cars Maintenance|Motoring Services|Bodyshop Repair Network Ltd|2000011654|4975.04|#|TN16 3BW
Department for Transport|Department for Transport|02/09/2014|Courier Charges|Group Procurement & Estate|DX NETWORK SERVICES LTD|2000011629|1643.75|#|NN3 6YG
Department for Transport|Department for Transport|02/09/2014|CurrGrt Las in AEF/A|Local|STAFFORDSHIRE COUNTY COUNCIL|2000011641|74127.75|LSTF Grant Payment (Staffordshire) 2014-15 Q1|ST16 2NF
Department for Transport|Department for Transport|02/09/2014|Data Supply - TD|Transport Direct&Travel|LANDMARK INFORMATION GROUP LTD|2000011633|8629.5|#|EX2 7HY
Department for Transport|Department for Transport|02/09/2014|Data Supply - TD|Transport Direct&Travel|LANDMARK INFORMATION GROUP LTD|2000011633|15050.6|#|EX2 7HY
Department for Transport|Department for Transport|02/09/2014|Data Supply - TD|Transport Direct&Travel|Rail Settlement Plan|2000011637|4500|#|EC1A 4HD
Department for Transport|Department for Transport|02/09/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF Caisse Generale|2000011626|6061388.1|#|93633
Department for Transport|Department for Transport|02/09/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF TRESORERIE ENC RHT VFE|2000011627|5919788.66|#|75014
Department for Transport|Department for Transport|02/09/2014|IT Ser Running Costs|Analysis & Strategy|NETFUNDI LTD|2000011636|810|#|LA1 1SQ
Department for Transport|Department for Transport|02/09/2014|Legal Consultancy|Policy, Legislation and Funding|WINCKWORTH SHERWOOD|2000011640|303639.16|#|SE1 9BB
Department for Transport|Department for Transport|02/09/2014|Other Advertising|Local|PENNA COMMUNICATIONS|2000011647|2028.4|#|EC4M 7RD
Department for Transport|Department for Transport|02/09/2014|Other Advertising|Local|PENNA COMMUNICATIONS|2000011647|4598.72|#|EC4M 7RD
Department for Transport|Department for Transport|02/09/2014|Protective Clothing|Air Accident Investigation Branch|Contego Safety Solutions LLP|2000011661|780.24|CONTEGO COVERALLS 22/05/14|BN6 9LA
Department for Transport|Department for Transport|02/09/2014|Research|Local|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000011635|48170.4|#|EC1V 0AX
Department for Transport|Department for Transport|02/09/2014|Research|Strategy and Engagement|Independent Transport Commission|2000011646|18000|#|EC1M 6EJ
Department for Transport|Department for Transport|02/09/2014|Research|Local|TRANSPORT RESEARCH LABORATORY|2000011638|3872.84|#|RG40 3GA
Department for Transport|Department for Transport|02/09/2014|Support Services|Aviation|CIVIL AVIATION AUTHORITY|2000011631|37722.75|#|RH10 0YR
Department for Transport|Department for Transport|02/09/2014|Training|Group Human Resource|SCT CONSULTANTS LTD|2000011649|4000|#|W8 5RL
Department for Transport|Department for Transport|02/09/2014|Transport  Consult|Major Projects & Growth|MOTT MACDONALD|2000011634|102564.6|#|CR9 2UL
Department for Transport|Department for Transport|02/09/2014|Travel Expenses UK|Motoring Services|Transport For London,|2000011660|9206|#|SE10 1AP
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000011742|2304|#|SL1 3SA
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Maritime|CAPITA RESOURCING LTD|2000011743|420|#|DL1 9HN
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|Experis Ltd|2000011726|3423.9|#|EC2M 2RB
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011725|3098.16|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011725|3098.16|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011725|3098.16|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011725|2592|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Strategic Roads & Smart Ticketing|Badenoch & Clark c/o Lauren Rogers|2000011725|4180.61|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Rail Franchising|BROOK STREET (UK) LIMITED|2000011732|693.72|#|AL1 4JB
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Rail Strategy & Funding|CAPITA RESOURCING LTD|2000011743|420|#|DL1 9HN
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Rail Franchising|MICHAEL PAGE INTERNATIONAL|2000011742|4454.4|#|SL1 3SA
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Highspeed 2|SPRING TECHNOLOGY LTD  ALSO T/A|2000011745|3720|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Highspeed 2|SPRING TECHNOLOGY LTD  ALSO T/A|2000011745|3360|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Highspeed 2|SPRING TECHNOLOGY LTD  ALSO T/A|2000011745|4200|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Agency Staff Costs|Highspeed 2|SPRING TECHNOLOGY LTD  ALSO T/A|2000011745|4650|#|B37 7YE
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|BIRMINGHAM CITY COUNCIL|2000011733|255833.25|Q1 LA Major Transport Grant Payment 14/15|B1 1BB
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|BLACKBURN WITH DARWEN BC|2000011765|566893|Q1 LA Major Transport Grant Payment 14/15|BB1 7DY
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|CAMBRIDGESHIRE COUNTY COUNCIL|2000011756|352291|Q1 LA Major Transport Grant Payment 14/15|CB3 0AP
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|CHESHIRE EAST BOROUGH COUNCIL|2000011746|2635170|Q1 LA Major Transport Grant Payment 14/15|CW11 1HZ
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|Cornwall Council|2000011747|222345.48|Q1 LA Major Transport Grant Payment 14/15|TR1 3AY
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|DEVON COUNTY COUNCIL|2000011757|5557350|Q1 LA Major Transport Grant Payment 14/15|EX2 4QJ
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|DONCASTER MBC|2000011734|8126|Q1 LA Major Transport Grant Payment 14/15|DN1 1ER
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|DUDLEY MBC|2000011735|1403|Q1 LA Major Transport Grant Payment 14/15|DY1 1HF
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|EAST RIDING OF YORKSHIRE COUNCIL|2000011736|1815416|Q1 LA Major Transport Grant Payment 14/15|HU17 9BA
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|EAST SUSSEX COUNTY COUNCIL|2000011769|8418761|Q1 LA Major Transport Grant Payment 14/15|BN7 1UE
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|HALTON BC|2000011758|3483608.56|Q1 LA Major Transport Grant Payment 14/15|WA8 6NB
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|LANCASHIRE COUNTY COUNCIL|2000011759|12122359|Q1 LA Major Transport Grant Payment 14/15|PR1 0LD
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|LEEDS CITY COUNCIL|2000011737|1471977|Q1 LA Major Transport Grant Payment 14/15|LS2 8JR
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|LEICESTERSHIRE COUNTY COUNCIL|2000011766|780321.58|Q1 LA Major Transport Grant Payment 14/15|LE3 8RB
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|LUTON BOROUGH COUNCIL|2000011760|1990161|Q1 LA Major Transport Grant Payment 14/15|LU1 2BQ
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|NORFOLK COUNTY COUNCIL|2000011762|3640000|Q1 LA Major Transport Grant Payment 14/15|NR1 2UG
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|NORTH YORKSHIRE CC|2000011738|1032578|Q1 LA Major Transport Grant Payment 14/15|DL7 8AL
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|NOTTINGHAM CITY COUNCIL|2000011744|1410271.21|Q1 LA Major Transport Grant Payment 14/15|NG1 5NT
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|OXFORDSHIRE CC|2000011761|764416|Q1 LA Major Transport Grant Payment 14/15|OX1 1TH
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|PORTSMOUTH CITY COUNCIL|2000011767|28603.6|Q1 LA Major Transport Grant Payment 14/15|PO1 2BG
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|SANDWELL MBC|2000011739|132421.11|Q1 LA Major Transport Grant Payment 14/15|B69 3BS
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|SEFTON MBC|2000011763|874153|Q1 LA Major Transport Grant Payment 14/15|PR8 1DA
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|SOMERSET COUNTY COUNCIL|2000011764|1827635.69|Q1 LA Major Transport Grant Payment 14/15|TA1 4DY
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|SOUTH YORKS PTE|2000011740|2126000|Q1 LA Major Transport Grant Payment 14/15|S2 5YT
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|SUFFOLK COUNTY COUNCIL (GRANTS)|2000011770|234082|Q1 LA Major Transport Grant Payment 14/15|IP1 2DH
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|West Yorkshire Combined Authority|2000011752|1618887.97|Q1 LA Major Transport Grant Payment 14/15|LS1 2DE
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|WOLVERHAMPTON CITY COUNCIL|2000011741|181224.07|Q1 LA Major Transport Grant Payment 14/15|WRV 1RL
Department for Transport|Department for Transport|03/09/2014|Cap Grt Loc Auth|Local|WORCESTERSHIRE COUNTY COUNCIL|2000011768|311177|Q1 LA Major Transport Grant Payment 14/15|WR5 2NP
Department for Transport|Department for Transport|03/09/2014|EU Cap Grt NDPBs|Energy, Technology and International|DEPARTMENT FOR REGIONAL|2000011749|3157255.31|A8 Belfast to Larne Dualling - Interim payment|BT2 8GB
Department for Transport|Department for Transport|03/09/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|EUROTUNNEL|2000011681|5262906.75|OPEX AND USAGE CHARGES FOR AUG 14|CT18 8XY
Department for Transport|Department for Transport|03/09/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|EUROTUNNEL (EURO PAYMENTS)|2000011680|5316670|MPL ET EURO AUG 14|CT18 8X
Department for Transport|Department for Transport|03/09/2014|Other Professional F|Group Finance|Arvato Ltd|2000011750|224955|#|HU10 6FE
Department for Transport|Department for Transport|03/09/2014|Prog&ProjMgmt Consul|Strategic Roads & Smart Ticketing|Rail Settlement Plan|2000011729|207832.8|#|EC1A 4HD
Department for Transport|Department for Transport|03/09/2014|Subsidies Private Se|Maritime|MOUNTAIN RESCUE ENGLAND|2000011748|118991.6|Mountain Rescue England & Wales|NP20 4NF
Department for Transport|Department for Transport|03/09/2014|Support Services|Motoring, Freight & London|HIGHWAYS AGENCY|2000011721|4635.05|#|B1 1RN
Department for Transport|Department for Transport|03/09/2014|Support Services|General Counsel's Office|Webbers Specialist|2000011751|50000|INDUSTRIAL INJURY CLAIMS|W4 4PH
Department for Transport|Department for Transport|03/09/2014|Team Away Days|Aviation|K & L Gates LLP|2000011755|1325.4|#|EC4M 9AF
Department for Transport|Department for Transport|03/09/2014|Transport  Consult|Aviation|JACOBS UK LTD|2000011727|400163.88|#|G2 7HX
Department for Transport|Department for Transport|03/09/2014|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000011728|6418.38|#|NE4 7YQ
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Corporate Governance|Badenoch & Clark c/o Lauren Rogers|2000011809|3958.08|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Corporate Governance|Badenoch & Clark c/o Lauren Rogers|2000011809|3958.08|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Motoring Services|BROOK STREET (UK) LIMITED|2000011813|638.6|#|AL1 4JB
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000011806|3379.26|#|DL1 9HN
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011809|3098.16|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011809|3098.16|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011809|3098.16|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|General Counsel's Office|Badenoch & Clark c/o Lauren Rogers|2000011809|3098.16|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|3953.9|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|4062|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|2592|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Policy, Legislation and Funding|Badenoch & Clark c/o Lauren Rogers|2000011809|3660|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Strategic Roads & Smart Ticketing|Badenoch & Clark c/o Lauren Rogers|2000011809|4180.61|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|3249.6|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|2592|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|3953.9|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Strategic Roads & Smart Ticketing|Badenoch & Clark c/o Lauren Rogers|2000011809|5225.76|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Strategic Roads & Smart Ticketing|Badenoch & Clark c/o Lauren Rogers|2000011809|4703.18|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|4062|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Motoring Services|Badenoch & Clark c/o Lauren Rogers|2000011809|3705|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|2592|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000011809|2592|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Motoring Services|Badenoch & Clark c/o Lauren Rogers|2000011809|3705|#|B37 7YE
Department for Transport|Department for Transport|04/09/2014|Agency Staff Costs|Policy, Legislation and Funding|Badenoch & Clark c/o Lauren Rogers|2000011809|3660|#|B37 7YE
