Department for Transport|Department for Transport|01/08/2011|Small Software|Business Transformation|STATSEEKER PTY LTD|2000009215|3860|Statseeker Software Annual Subscription|QLD4000
Department for Transport|Department for Transport|01/08/2011|Transport Consultancy|Local|STEER DAVIES & GLEAVE LTD|2000009234|19247.73|Bikeability support contract -SDG|SE1 9PD
Department for Transport|Department for Transport|01/08/2011|Research|Greener Transport & International|TRANSPORT RESEARCH LABORATORY|2000009235|13276.08|april - june 2011|RG40 3GA
Department for Transport|Department for Transport|01/08/2011|Telephone charges|Centrally held prog|VERIZON BUSINESS|2000009236|6544.14||RG2 6DA
Department for Transport|Department for Transport|01/08/2011|Mobile Phone charges|Centrally held prog|VODAFONE LTD|2000009239|4864.53||RG14 5FF
Department for Transport|Department for Transport|01/08/2011|Mobile Phone charges|Centrally held prog|VODAFONE LTD|2000009239|2639.68||RG14 5FF
Department for Transport|Department for Transport|01/08/2011|Mobile Phone charges|Centrally held prog|VODAFONE LTD|2000009239|4421.6||RG14 5FF
Department for Transport|Department for Transport|01/08/2011|Mobile Phone charges|Transport Security|VODAFONE LTD|2000009239|7477.27|Call charges for 604232395|RG14 5FF
Department for Transport|Department for Transport|02/08/2011|Research|Aviation|AEA TECHNOLOGY PLC|2000009313|10865.78|Final payment|OX11 0QR
Department for Transport|Department for Transport|02/08/2011|Legal Consultancy|Centrally held prog|ALLEN & OVERY|2000009323|66424.26||E1 6AO
Department for Transport|Department for Transport|02/08/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000009314|3061.32|23.07.2011|BN11 2BW
Department for Transport|Department for Transport|02/08/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000009314|3061.32||BN11 2BW
Department for Transport|Department for Transport|02/08/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000009314|3061.32||BN11 2BW
Department for Transport|Department for Transport|02/08/2011|Purchasing Card Charges|Group Finance|BARCLAYS BANK PLC|2000009316|5868.84|Vodafone MFS July 2011|TS17 6YG
Department for Transport|Department for Transport|02/08/2011|Occupational Health Scheme|General Counsel's Office|BRB (RESIDUARY) LTD|2000009324|640.14|BRB (Residuary) LTD, S Braybrook 1.4.11-30.6.11|WC2B 4AN
Department for Transport|Department for Transport|02/08/2011|Programme and Project Management Consultancy|Commercial & Technical Services|CAPITA RESOURCING LTD|2000009325|3787.8||SE10 8FQ
Department for Transport|Department for Transport|02/08/2011|Travel Expenses UK|Group Finance|CARLSON WAGONLIT TRAVEL|2000009327|1959.19|CWT -Motorway & Freigh Services July 2011|EN6 5RF
Department for Transport|Department for Transport|02/08/2011|Travel Expenses UK|Group Finance|CARLSON WAGONLIT TRAVEL|2000009327|1711.48|Travel for period ending 01.07.11 - MFS|EN6 5RF
Department for Transport|Department for Transport|02/08/2011|Computer equipment|Business Transformation|COMPUTACENTER (UK) LTD|2000009317|4089.53|27 x Dell 22 Screens|AL10 9TW
Department for Transport|Department for Transport|02/08/2011|Agents Fees|Domestic DG's Office|DD ACCRAILWAY PENS TRUSTEE|2000009326|3397.53|Pension Payments to Former Employees|DL3 6XR
Department for Transport|Department for Transport|02/08/2011|Transport Consultancy|Rail and Road Projects|NETWORK RAIL|2000009308|14276.46|NTV38: NR Abbey Line GRIP2-3 studies|M60 7RT
Department for Transport|Department for Transport|02/08/2011|Electricity|Business Transformation|SAVILLS COMMERCIAL LTD|2000009322|1402.85||EC2M 7EE
Department for Transport|Department for Transport|02/08/2011|Eurotunnel Admin Payment|Rail Commercial Contracts|SNCF CAISSE GENERALE|2000009305|5738152.78|DFT Rail - SNCF GBP Jul Payment|75008
Department for Transport|Department for Transport|02/08/2011|Eurotunnel Admin Payment|Rail Commercial Contracts|SNCF TRESORERIE ENC RHT VFE|2000009304|7275249.15|DFT Rail - SNCF Eur Jul Payment|75014
Department for Transport|Department for Transport|02/08/2011|Printing|Rail Strategy & Stakeholder Relations|ST IVES DIRECT LTD|2000009319|900||LS14 1NH
Department for Transport|Department for Transport|02/08/2011|Transport Consultancy|Rail and Road Projects|STEER DAVIES & GLEAVE LTD|2000009320|1693.44|Lead for Crossrail TSR to 31 March 2011|SE1 9PD
Department for Transport|Department for Transport|02/08/2011|Printing|Rail Strategy & Stakeholder Relations|TAURUS PRINT & DESIGN LTD|2000009311|546|HS2 Factsheets|KT14 7LF
Department for Transport|Department for Transport|03/08/2011|Research|Aviation|AEA TECHNOLOGY PLC|2000009401|23079.38|AEA-AIR PAX DEMAND-R.CLARKSON (June)|OX11 0QR
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000009402|1971.72||BN11 2BW
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000009402|3286.2||BN11 2BW
Department for Transport|Department for Transport|03/08/2011|Data Supply - Transport Direct|Transport Direct and Travel information|ATKINS LTD (TRANSPORT PLAN)|2000009403|8127.8|Atkins NCSD Data Supply July|WR5 1WS
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000009405|836.63||W1T 5AE
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000009405|4036.38||W1T 5AE
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000009405|5650.93||W1T 5AE
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000009405|4060.62||W1T 5AE
Department for Transport|Department for Transport|03/08/2011|Machinery Rental|Rail Accident Investigation Branch|CANON (UK) LTD|2000009407|1314.54||RH2 8BF
Department for Transport|Department for Transport|03/08/2011|Research|Aviation|CIVIL AVIATION AUTHORITY|2000009408|66547||RH10 0YR
Department for Transport|Department for Transport|03/08/2011|Contract Cleaning|Rail Accident Investigation Branch|CLIENTCARE CLEANING LTD|2000009409|472|DUKE MTHLY CLEAN|CR0 2HQ
Department for Transport|Department for Transport|03/08/2011|IT Services  Running Costs|Business Transformation|COMPUTACENTER (UK) LTD|2000009410|9458.23||AL10 9TW
Department for Transport|Department for Transport|03/08/2011|Childcare Voucher Costs|Group HR|COMPUTERSHARE VOUCHER SERVICES|2000009395|24120.92||WS13 8SX
Department for Transport|Department for Transport|03/08/2011|Support Services|DASH|ENVIRONMENTAL SCIENTIFICS GROUP LTD|2000009400|1339.2||DE15 0YZ
Department for Transport|Department for Transport|03/08/2011|Computer equipment|Business Transformation|EQUANET|2000009411|5518.8|Back Up Laserheads for GCDA - Luke|BL9 7BJ
Department for Transport|Department for Transport|03/08/2011|Infrastructure Maintenance|Business Transformation|EQUANET|2000009411|81666.64||BL9 7BJ
Department for Transport|Department for Transport|03/08/2011|Eurotunnel Admin Payment|Rail Commercial Contracts|EUROTUNNEL|2000009394|5181411.6|OPEX AND USAGE JULY 2011|CT18 8XY
Department for Transport|Department for Transport|03/08/2011|Eurotunnel Admin Payment|Rail Commercial Contracts|EUROTUNNEL (EURO PAYMENTS)|2000009393|8146539.46|OPEX AND USAGE JULY 2011|CT18 8X
Department for Transport|Department for Transport|03/08/2011|Capital Grant to Priv Sector - Companies|DASH|EVERSHEDS LLP|2000009428|675000|ST *459263|CF10 5BT
Department for Transport|Department for Transport|03/08/2011|Capital Grant to Priv Sector - Companies|DASH|EVERSHEDS LLP|2000009428|317500|ST *459263|CF10 5BT
Department for Transport|Department for Transport|03/08/2011|Legal Consultancy|Managing Director Motoring Services|FIELD FISHER WATERHOUSE LLP|2000009419|12065.16||EC3N 2AA
Department for Transport|Department for Transport|03/08/2011|Publicity|Roads|FOLIO CREATIVE COMMUNICATION LTD|2000009412|700|Can i get a Blue Badge- TINF 1213|RG9 2AA
Department for Transport|Department for Transport|03/08/2011|Car Hire and Leasing|Permanent Secretary|GOVERNMENT CAR & DESPATCH AGENCY|2000009425|902.89|we 26.06 - we 17.07.2011|SW8 5AX
Department for Transport|Department for Transport|03/08/2011|Agency Staff Costs|Aviation|HAYS PERSONNEL SERVICE LTD|2000009397|644.86||KT3 4JQ
Department for Transport|Department for Transport|03/08/2011|Transport Consultancy|Rail and Road Projects|JACOBS ENGINEERING U.K. LTD|2000009413|87388.67|Core Services Jul 2011|G2 7HX
Department for Transport|Department for Transport|03/08/2011|Transport Consultancy|Rail and Road Projects|JACOBS ENGINEERING U.K. LTD|2000009413|36284|Core Services Jul11|G2 7HX
Department for Transport|Department for Transport|03/08/2011|Your Rewards - Synergy Prepay card|Human Resources|P & MM LIMITED / P&MM TRAVEL LTD|2000009367|3365|Jul-11|MK14 6LD
Department for Transport|Department for Transport|03/08/2011|Contract Cleaning|Marine Accident Investigation Branch|PROGRESS CLEANING SERVICES|2000009399|702|to 29.07.2011|SO14 6GH
Department for Transport|Department for Transport|03/08/2011|Storage & Distribution|Roads|PROMOTIONAL LOGISTICS LTD|2000009423|709.07|IN310577|CO102XG
Department for Transport|Department for Transport|03/08/2011|Storage & Distribution|Roads|PROMOTIONAL LOGISTICS LTD|2000009423|622.28|Seat belt exemption forms|CO102XG
Department for Transport|Department for Transport|03/08/2011|Traffic Survey & Counting Equipment|Roads|SKY HIGH PLC|2000009429|28299|00000 11531|LS24 9AB
Department for Transport|Department for Transport|03/08/2011|Traffic Survey & Counting Equipment|Roads|SKY HIGH PLC|2000009429|24162|SRF2 enumeration - Sky High PLC .3_June|LS24 9AB
Department for Transport|Department for Transport|03/08/2011|Traffic Survey & Counting Equipment|Roads|SKY HIGH PLC|2000009429|23216|SRF2 enumeration - Sky High PLC.10_June|LS24 9AB
Department for Transport|Department for Transport|03/08/2011|Traffic Survey & Counting Equipment|Roads|SKY HIGH PLC|2000009429|15980|SRF2 enumeration - Sky High PLC.18_Jun11|LS24 9AB
Department for Transport|Department for Transport|03/08/2011|Traffic Survey & Counting Equipment|Roads|SKY HIGH PLC|2000009429|33457|SRF2 enumeration - Sky High PLC.20_Jun11|LS24 9AB
Department for Transport|Department for Transport|03/08/2011|Transport Consultancy|Rail Commercial Contracts|STEER DAVIES & GLEAVE LTD|2000009415|14412||SE1 9PD
Department for Transport|Department for Transport|03/08/2011|Transport Consultancy|Rail Service Delivery|STEER DAVIES & GLEAVE LTD|2000009415|6780||SE1 9PD
Department for Transport|Department for Transport|03/08/2011|Data Supply - Transport Direct|Transport Direct and Travel information|TRAFFICLINK (UK) LIMITED|2000009420|18499.2||EC1M 6H
Department for Transport|Department for Transport|03/08/2011|Research|Roads|TRANSPORT RESEARCH LABORATORY|2000009416|3239.47||RG40 3GA
Department for Transport|Department for Transport|03/08/2011|Legal Consultancy|Rail and Road Projects|WINCKWORTH SHERWOOD|2000009417|1854||SE1 9BB
Department for Transport|Department for Transport|04/08/2011|Secondments|Rail Technical & Professional|ALSTOM TRANSPORT|2000009505|41730.92||CV21 2NH
Department for Transport|Department for Transport|04/08/2011|Secondments|Rail Technical & Professional|ALSTOM TRANSPORT|2000009505|20764.68||CV21 2NH
Department for Transport|Department for Transport|04/08/2011|Stationery (Non-stock)|Group Finance|BANNER BUSINESS SERVICES LTD|2000009477|556.8||NR3 1PD
Department for Transport|Department for Transport|04/08/2011|Services provided by OGDs|Rail|BRB (RESIDUARY) LTD|2000009502|20351.16|09.01. - 31.03.2011 BRB (Residuary) Ltd|WC2B 4AN
Department for Transport|Department for Transport|04/08/2011|Machinery Rental|Local|CANON (UK) LTD|2000009480|527.67||RH2 8BF
Department for Transport|Department for Transport|04/08/2011|Recruitment|Human Resources|CAPITA RESOURCING LTD|2000009503|6300|recruitment of director general major projects|SE10 8FQ
Department for Transport|Department for Transport|04/08/2011|Recruitment|Human Resources|CAPITA RESOURCING LTD|2000009503|17544|recruitment of director general major projects|SE10 8FQ
Department for Transport|Department for Transport|04/08/2011|Recruitment|Human Resources|CAPITA RESOURCING LTD|2000009503|6300|recruitment of director general major projects|SE10 8FQ
Department for Transport|Department for Transport|04/08/2011|Recruitment|Human Resources|CAPITA RESOURCING LTD|2000009503|7800|recruitment of director general major projects|SE10 8FQ
Department for Transport|Department for Transport|04/08/2011|Recruitment|Human Resources|CAPITA RESOURCING LTD|2000009503|5400|recruitment of director general major projects|SE10 8FQ
Department for Transport|Department for Transport|04/08/2011|Travel Expenses UK|Group Finance|CARLSON WAGONLIT TRAVEL|2000009504|1275.38|CWT- Corporate Support - 29 July 2011|EN6 5RF
Department for Transport|Department for Transport|04/08/2011|Other Professional Fees|Group HR|COMPUTERSHARE VOUCHER SERVICES|2000009470|578.9|Childcare Vouchers - Service Charges|WS13 8SX
Department for Transport|Department for Transport|04/08/2011|Minor Developments|Commercial & Technical Services|CONNECT INTERNET SOLUTIONS LTD|2000009482|1350|Hosting for Greater Anglia data site|L2 6SG
Department for Transport|Department for Transport|04/08/2011|Agency Staff Costs|Business Transformation|ELAN COMPUTING LTD|2000009483|13006.48||EC1R 3DR
Department for Transport|Department for Transport|04/08/2011|Occupational Health Scheme|Group HR|EMPLOYEE ADVISORY RESOURCE LTD|2000009484|566|Workshop Session 29/11/10|W4 5YB
Department for Transport|Department for Transport|04/08/2011|Subsidies to Private Sector|Roads|FREIGHTLINER LTD|2000009501|720540.18|MSRS(I) PD4 2011/12 REF MI04 - FRIEGHTLINER|NW1 2FL
Department for Transport|Department for Transport|04/08/2011|Infrastructure Maintenance|Business Transformation|MOUCHEL MANAGEMENT CONSULTING LTD|2000009485|-12141.11|Originally keyed without VAT|OL1 9LH
Department for Transport|Department for Transport|04/08/2011|Infrastructure Maintenance|Business Transformation|MOUCHEL MANAGEMENT CONSULTING LTD|2000009485|14569.33|Re-key of 5105898177 as VAT was missed off|OL1 9LH
Department for Transport|Department for Transport|04/08/2011|Management Consultancy|Commercial & Technical Services|MR TIMOTHY CHARLES MARTIN|2000009489|2587.5|Aviation and Network Rail|OX10 7DN
Department for Transport|Department for Transport|04/08/2011|Traffic Survey & Counting Equipment|Roads|PARSONS BRINCKERHOFF LTD|2000009492|40828|SRF2 enumeration - Parsons Brinck.12_Jun|NE4 7YQ
Department for Transport|Department for Transport|04/08/2011|Traffic Survey & Counting Equipment|Roads|PARSONS BRINCKERHOFF LTD|2000009492|16868|SRF2 enumeration - Parsons Brinck.14_Jun|NE4 7YQ
Department for Transport|Department for Transport|04/08/2011|Traffic Survey & Counting Equipment|Roads|PARSONS BRINCKERHOFF LTD|2000009492|28830|SRF2 enumeration - Parsons Brinck.15_Jun|NE4 7YQ
Department for Transport|Department for Transport|04/08/2011|Traffic Survey & Counting Equipment|Roads|PARSONS BRINCKERHOFF LTD|2000009492|32585|SRF2 enumeration - Parsons Brinck.21_Jun|NE4 7YQ
Department for Transport|Department for Transport|04/08/2011|Investigation Services|Rail Accident Investigation Branch|SERCO LIMITED|2000009493|2760|Failure Investigation Axle Bure Valley|RG27 9UY
Department for Transport|Department for Transport|04/08/2011|Computer Consumables|Greener Transport & International|SUPPLIES TEAM|2000009479|782.25||S9 1XU
Department for Transport|Department for Transport|04/08/2011|Traffic Survey & Counting Equipment|Roads|TDC SYSTEMS LIMITED|2000009494|648|fault F803|BS24 9BP
Department for Transport|Department for Transport|04/08/2011|Subsidies to Private Sector|Roads|THAMES SHIPPING LIMITED|2000009508|3129.63|Thames Shipping MSRS Claim for PD 1 (2011/12)|CM3 3AW
Department for Transport|Department for Transport|04/08/2011|Publications for Resale|Aviation|THE STATIONERY OFFICE LTD|2000009499|994.14||NR3 1PD
Department for Transport|Department for Transport|04/08/2011|Research|Regional & Local Transport Delivery|TRANSPORT RESEARCH LABORATORY|2000009495|6428.64||RG40 3GA
Department for Transport|Department for Transport|04/08/2011|Research|Roads|TRANSPORT RESEARCH LABORATORY|2000009495|825|PPRO 04/45/04|RG40 3GA
Department for Transport|Department for Transport|04/08/2011|Management Consultancy|Business Transformation|TURNER & TOWNSEND|2000009496|2774.99|GMH Refurbishment|LS18 4GH
Department for Transport|Department for Transport|05/08/2011|Printing|Roads|ADARE LTD|2000009549|1990|Think Bike. Think Biker Window Stickers|HD8 9QQ
Department for Transport|Department for Transport|05/08/2011|Research|Local|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000009550|1458.5|April - May 11 Review & Oversight of UK roads Liai|WR5 1WS
Department for Transport|Department for Transport|05/08/2011|Travel Expenses UK|Group Finance|CARLSON WAGONLIT TRAVEL|2000009569|2180.46|CWT -Corporate Support Function Group 15July2011|EN6 5RF
Department for Transport|Department for Transport|05/08/2011|Transport Consultancy|Aviation|CHILTERN HOUSE ASSOCIATES LTD|2000009556|441.55||HP22 6JQ
Department for Transport|Department for Transport|05/08/2011|Other Comms Charges|Business Transformation|COMPUTACENTER|2000009562|2400|Days worked for JP/SB FM Orders July - David Boone|AL10 9TW
Department for Transport|Department for Transport|05/08/2011|Other Comms Charges|Business Transformation|COMPUTACENTER|2000009562|12039.94|Move days July for Colin Brailsford|AL10 9TW
Department for Transport|Department for Transport|05/08/2011|Legal Consultancy|Rail|EVERSHEDS LLP|2000009553|32674.8|Eversheds Advice on EXEA Franchise|LS11 5DR
Department for Transport|Department for Transport|05/08/2011|Support Services|Aviation|HUMBERSIDE INT AIRPORT LTD|2000009571|22808.22|Humberside Airport LARS Q1|DN39 6YH
Department for Transport|Department for Transport|05/08/2011|Support Services|Aviation|HUMBERSIDE INT AIRPORT LTD|2000009571|22808.22|Humberside Airport LARS Q3|DN39 6YH
Department for Transport|Department for Transport|05/08/2011|Research|Aviation|INSTITUTE OF OCCUPATIONAL MEDICINE|2000009572|12382.1|IOM-Cabin Air Residue Study|EH14 4AP
Department for Transport|Department for Transport|05/08/2011|Management Consultancy|Local|LANDMARK INFORMATION GROUP LTD|2000009554|7681.25|Cycle Data Management- Journey Planner|EX2 7HY
Department for Transport|Department for Transport|05/08/2011|Data Supply - Transport Direct|Transport Direct and Travel information|LANDMARK INFORMATION GROUP LTD|2000009554|9630|Landmark Car Park Register July 11|EX2 7HY
Department for Transport|Department for Transport|05/08/2011|Traffic Survey & Counting Equipment|Roads|LEEDS CITY COUNCIL|2000009566|27300|SRF2 enumeration Leeds NRP10002B|LS2 8JR
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-1414.26||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-1676.16||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-1634.26||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-1466.64||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-1759.97||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-1340.93||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Management Consultancy|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|-4612.05|PRGXCRN042|SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000009567|-4265.91|PRGXCRN041|SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000009567|-1003.7|PRGXCRN043|SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Transport Security|MICHAEL PAGE INTERNATIONAL|2000009567|-1297.08|PRGXCRN044|SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|1340.93||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|1676.16||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|1634.26||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|1466.64||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|1414.26||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000009567|1759.97||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000009567|1742.5||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000009567|5760||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000009567|5184||SL1 3SA
Department for Transport|Department for Transport|05/08/2011|Other Advertising|Local|PENNA COMMUNICATIONS|2000009573|2279.1|Advertising july 11|EC4M 7RD
Department for Transport|Department for Transport|05/08/2011|Legal Consultancy|General Counsel's Office|PETER MANTLE|2000009574|660|Prepairation for and advising in conference|WC1R 5NR
Department for Transport|Department for Transport|05/08/2011|Management Consultancy|Rail and Road Projects|PRICEWATERHOUSECOOPERS LLP|2000009558|54334.45|PWC - IEP Financial Advisor|E14 9SQ
Department for Transport|Department for Transport|05/08/2011|IT Services  Running Costs|Business Transformation|SPECIALIST COMPUTER CENTRES PLC|2000009570|34574.4|DfT Corporate Website App Support|B11 2LE
Department for Transport|Department for Transport|05/08/2011|Computer equipment|Information Management Directorate|SPECIALIST COMPUTER CENTRES PLC|2000009570|782.4|Server Memory|B11 2LE
Department for Transport|Department for Transport|05/08/2011|Support Services|Aviation|TAG FARNBOROUGH AIRPORT LTD|2000009559|29137.5|TAG Farnborough LARS FY 11/12|GU14 6XA
Department for Transport|Department for Transport|05/08/2011|Traffic Survey & Counting Equipment|Roads|TDC SYSTEMS LIMITED|2000009560|241875|GORS Upgrade|BS24 9BP
