DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|01/06/2015|Research|Rail Strategy & Funding|PARSONS BRINCKERHOFF LTD|2000004302|7607.17|#|NE4 7YQ
Department for Transport|Department for Transport|01/06/2015|Support Services|Aviation|Civil Aviation Authority|2000004299|23667.2|#|RH6 0YR
Department for Transport|Department for Transport|01/06/2015|Support Services|General Counsel's Office|Government Legal Department|2000004296|62.5|#|WC2B 4TS
Department for Transport|Department for Transport|01/06/2015|Training|Marine Accident Investigation Branch|Babcock Flagship Limited|2000004323|1260|#|W1U 1QX
Department for Transport|Department for Transport|01/06/2015|Transport  Consult|Rail Commercial & Programme Office|Rail Passenger Services|2000004300|2867.21|#|xxxxxx
Department for Transport|Department for Transport|01/06/2015|Treasury Solicitors|General Counsel's Office|Government Legal Department|2000004296|9486.53|#|WC2B 4TS
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Air Accident Investigation Branch|BROOK STREET (UK) LIMITED|2000004386|636.25|#|AL1 4JB
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Integrated Delivery|Allen Lane|2000004373|4036.38|#|SW1Y 6RJ
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Integrated Delivery|Allen Lane|2000004373|4036.38|#|SW1Y 6RJ
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004372|2327.35|#|DL1 9HN
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|MORGAN HUNT UK LTD|2000004379|4703.33|#|EC4M 7EG
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|MORGAN HUNT UK LTD|2000004379|3919.44|#|EC4M 7EG
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Policy, Legislation and Funding|ADVANTAGE RESOURCING UK LTD|2000004391|2160|#|RG21 4FF
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Rail Franchising|BROOK STREET (UK) LIMITED|2000004386|823.2|#|AL1 4JB
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Rail Infrastructure Safety & Security|BROOK STREET (UK) LIMITED|2000004386|846.72|#|AL1 4JB
Department for Transport|Department for Transport|02/06/2015|Agency Staff Costs|Group Finance|Experis Ltd|2000004377|7893.16|#|EC2M 2RB
Department for Transport|Department for Transport|02/06/2015|Car Hire and Leasing|Group Human Resource|CYCLESCHEME LTD|2000004376|1000|Cyclescheme 2012/13|BA1 1WX
Department for Transport|Department for Transport|02/06/2015|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF Caisse Generale|2000004352|5981529.2|SNCF Funds GBP Exchange plus TVA - May 2015|93633
Department for Transport|Department for Transport|02/06/2015|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF TRESORERIE ENC RHT VFE|2000004351|5277535.37|SNCF Funds EUR Exchange plus TVA - May 2015|75014
Department for Transport|Department for Transport|02/06/2015|Infrastructure Maint|Marine Accident Investigation Branch|Excalibur Communications GB Ltd|2000004399|8262|Sony Experia Z3 Mobile|SN5 7HB
Department for Transport|Department for Transport|02/06/2015|Other Advertising|Local|PENNA COMMUNICATIONS|2000004388|10026.24|#|EC4M 7RD
Department for Transport|Department for Transport|02/06/2015|Rates|Air Accident Investigation Branch|VODAFONE LTD|2000004387|1695.26|#|RG14 5FF
Department for Transport|Department for Transport|02/06/2015|Research|Motoring, Freight & London|OVE ARUP & PARTNERS|2000004381|41991|#|NE1 3PL
Department for Transport|Department for Transport|02/06/2015|Research|Aviation|Civil Aviation Authority|2000004375|296630.91|#|RH6 0YR
Department for Transport|Department for Transport|02/06/2015|Research|Aviation|Civil Aviation Authority|2000004375|259461.34|#|RH6 0YR
Department for Transport|Department for Transport|02/06/2015|Research|Aviation|Civil Aviation Authority|2000004375|239048.3|#|RH6 0YR
Department for Transport|Department for Transport|02/06/2015|Research|Aviation|Civil Aviation Authority|2000004375|181511.14|#|RH6 0YR
Department for Transport|Department for Transport|02/06/2015|Services prov by OGD|Motoring, Freight & London|VEHICLE CERTIFICATION AGENCY|2000004384|115650|#|BS5 6XX
Department for Transport|Department for Transport|02/06/2015|Telecom Equipment|Rail Accident Investigation Branch|MAIN-TEL|2000004378|1873.08|#|TS17 0AQ
Department for Transport|Department for Transport|02/06/2015|Telephone charges|Air Accident Investigation Branch|VODAFONE LTD|2000004387|-0.01|#|RG14 5FF
Department for Transport|Department for Transport|02/06/2015|Training|Air Accident Investigation Branch|HELI AIR LIMITED|2000004390|638.33|#|CV35 9EU
Department for Transport|Department for Transport|02/06/2015|Transport  Consult|Energy, Technology and International|AECOM INFRASTRUCTURE &|2000004382|29924|#|RG21 7PP
Department for Transport|Department for Transport|02/06/2015|Transport  Consult|Rail Franchising|Rail Passenger Services|2000004374|39819.54|#|xxxxxx
Department for Transport|Department for Transport|02/06/2015|Transport  Consult|Rail Franchising|TRANSPORT RESEARCH LABORATORY|2000004383|25822.14|#|RG40 3GA
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Strategic Roads & Smart Ticketing|BROOK STREET (UK) LIMITED|2000004472|567.18|#|AL1 4JB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Strategic Roads & Smart Ticketing|BROOK STREET (UK) LIMITED|2000004472|554.18|#|AL1 4JB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Strategic Roads & Smart Ticketing|BROOK STREET (UK) LIMITED|2000004472|542|#|AL1 4JB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Human Resource|CAPITA BUSINESS SERVICES LTD|2000004463|3931.32|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Local|CAPITA BUSINESS SERVICES LTD|2000004463|2842.5|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Human Resource|BROOK STREET (UK) LIMITED|2000004472|815.64|#|AL1 4JB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Human Resource|BROOK STREET (UK) LIMITED|2000004472|822.78|#|AL1 4JB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Major Projects & Growth|Experis Ltd|2000004469|9664.03|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Major Projects & Growth|Experis Ltd|2000004469|3834.77|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Major Projects & Growth|Experis Ltd|2000004469|8628.23|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004463|5868.07|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004463|3341.04|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004463|2585.94|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|Experis Ltd|2000004469|3423.9|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Motoring Services|CAPITA BUSINESS SERVICES LTD|2000004463|2192.66|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Finance|Allen Lane|2000004464|1975.06|#|SW1Y 6RJ
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000004463|1985.34|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000004463|2679.3|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000004463|1815.54|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|BROOK STREET (UK) LIMITED|2000004472|540.54|#|AL1 4JB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|2680.14|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|-1359.68|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Network Rail Sponsorship|CAPITA BUSINESS SERVICES LTD|2000004463|1456.92|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|9749.28|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|4833.9|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|8472.6|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|-1359.68|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004463|4770.25|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|4459.26|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|-906.46|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004463|-906.46|#|DL1 9HN
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Finance|Experis Ltd|2000004469|3080.26|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Group Finance|Experis Ltd|2000004469|3850.32|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Franchising|Experis Ltd|2000004469|5526.72|#|EC2M 2RB
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|MICHAEL PAGE INTERNATIONAL|2000004484|651.52|#|SL1 3SA
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|MICHAEL PAGE INTERNATIONAL|2000004484|1224|#|SL1 3SA
Department for Transport|Department for Transport|03/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|MICHAEL PAGE INTERNATIONAL|2000004484|-651.52|#|SL1 3SA
Department for Transport|Department for Transport|03/06/2015|Agents Fees|Group Communications|GROUPM UK LIMITED|1500000004|48.39|#|WC1X 8RX
Department for Transport|Department for Transport|03/06/2015|Agents Fees|Group Communications|GROUPM UK LIMITED|1500000004|-48.54|#|WC1X 8RX
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|Birmingham City Council|2000004473|1306920.28|Q4 14/15 Grant Payments - LA Major Schemes|B2 2AJ
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|BLACKBURN WITH DARWEN BC|2000004508|8086402|Q4 14/15 Grant Payments - LA Major Schemes|BB1 7DY
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|BRISTOL CITY COUNCIL|2000004498|3456094|Q4 14/15 Grant Payments - LA Major Schemes|BS99 7BL
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|CHESHIRE EAST BOROUGH COUNCIL|2000004487|4750193|Q4 14/15 Grant Payments - LA Major Schemes|CW11 1HZ
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|Cornwall Council|2000004488|5194830|Q4 14/15 Grant Payments - LA Major Schemes|TR1 3AY
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|COVENTRY CITY COUNCIL|2000004474|2283479.61|Q4 14/15 Grant Payments - LA Major Schemes|CV1 2QL
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|DUDLEY MBC|2000004475|56845|Q4 14/15 Grant Payments - LA Major Schemes|DY1 1HF
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|GREATER LONDON AUTHORITY|2000004507|5000000|Q4 14/15 Grant Payments - LA Major Schemes|SE1 2UT
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|HALTON BC|2000004499|3370030.15|Q4 14/15 Grant Payments - LA Major Schemes|WA8 6NB
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|LANCASHIRE COUNTY COUNCIL|2000004500|14945670|Q4 14/15 Grant Payments - LA Major Schemes|PR1 0LD
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|LEEDS CITY COUNCIL|2000004477|2583414.05|Q4 14/15 Grant Payments - LA Major Schemes|LS2 8JR
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|NORFOLK COUNTY COUNCIL|2000004503|5951600|Q4 14/15 Grant Payments - LA Major Schemes|NR1 2UG
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|North East Lincolnshire Council|2000004478|650832|Q4 14/15 Grant Payments - LA Major Schemes|DN35 8LN
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|North Somerset Council|2000004501|4826531|Q4 14/15 Grant Payments - LA Major Schemes|BS23 1UJ
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|NORTH YORKSHIRE CC|2000004479|3056164.79|Q4 14/15 Grant Payments - LA Major Schemes|DL7 8AL
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|Northumberland County Council|2000004480|4542000|Q4 14/15 Grant Payments - LA Major Schemes|NE61 2EF
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|NOTTINGHAM CITY COUNCIL|2000004485|2224771.29|Q4 14/15 Grant Payments - LA Major Schemes|NG1 5NT
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|NOTTINGHAMSHIRE CC|2000004481|1997195|Q4 14/15 Grant Payments - LA Major Schemes|NG2 7LA
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|OXFORDSHIRE CC|2000004502|7592243|Q4 14/15 Grant Payments - LA Major Schemes|OX1 1TH
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|SEFTON MBC|2000004504|4441691.53|Q4 14/15 Grant Payments - LA Major Schemes|PR8 1DA
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|SOLIHULL MBC|2000004482|1523000.08|Q4 14/15 Grant Payments - LA Major Schemes|B91 9EG
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|SOMERSET COUNTY COUNCIL|2000004505|944209.91|Q4 14/15 Grant Payments - LA Major Schemes|TA1 4DY
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|SOUTH YORKSHIRE PTE|2000004486|2062215.24|Q4 14/15 Grant Payments - LA Major Schemes|S1 2BQ
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|WALSALL MBC|2000004506|2016676|Q4 14/15 Grant Payments - LA Major Schemes|WS1 1TW
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|West Yorkshire Combined Authority|2000004495|10640999.35|Q4 14/15 Grant Payments - LA Major Schemes|LS1 2DE
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|WOLVERHAMPTON CITY COUNCIL|2000004483|189953.2|Q4 14/15 Grant Payments - LA Major Schemes|WRV 1RL
Department for Transport|Department for Transport|03/06/2015|Cap Grt Loc Auth|Local|WORCESTERSHIRE COUNTY COUNCIL|2000004509|3300865|Q4 14/15 Grant Payments - LA Major Schemes|WR5 2NP
Department for Transport|Department for Transport|03/06/2015|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000004496|243750|#|CF10 5BT
Department for Transport|Department for Transport|03/06/2015|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000004496|382500|#|CF10 5BT
Department for Transport|Department for Transport|03/06/2015|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000004496|438033.99|#|CF10 5BT
Department for Transport|Department for Transport|03/06/2015|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Everwarm Ltd|2000004494|17901.25|DRS Dec13 Everwarm 17901.25|EH48 2EP
Department for Transport|Department for Transport|03/06/2015|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Everwarm Ltd|2000004494|13867.25|DRS Oct13 Everwarm 13867.25|EH48 2EP
Department for Transport|Department for Transport|03/06/2015|Carbon Red o/sets|Group Procurement and Property|DEPARTMENT OF ENERGY &|2000004431|205065.7|CRC Phase 2 Allowance|SW1A 2AW
Department for Transport|Department for Transport|03/06/2015|Carbon Red o/sets|Group Procurement and Property|DEPARTMENT OF ENERGY &|2000004431|20318.2|CRC Phase 2 Allowance|SW1A 2AW
Department for Transport|Department for Transport|03/06/2015|Computer equipment|Motoring Services|Konica Minolta Bus. Solutions (UK)|2000004462|727.97|Konica Minolta MFD Repairs for DFT|SS14 3AR
Department for Transport|Department for Transport|03/06/2015|Contract Cleaning|Rail Accident Investigation Branch|OFFICE CARE LTD|2000004489|1333.82|#|DE24 8AN
Department for Transport|Department for Transport|03/06/2015|CurrGrt Las in AEF/A|Local|GREATER LONDON AUTHORITY|2000004507|5000000|Q4 14/15 Revenue Grant Payments: Croxley & MGB|SE1 2UT
Department for Transport|Department for Transport|03/06/2015|CurrGrt Las in AEF/A|Local|HALTON BC|2000004499|339038.21|Q4 14/15 Revenue Grant Payments: Croxley & MGB|WA8 6NB
Department for Transport|Department for Transport|03/06/2015|Data Supply - TD|Motoring Services|BASEMAP LIMITED|2000004491|2936.8|#|GU2 7YG
Department for Transport|Department for Transport|03/06/2015|Eurotunnel Admin Pay|Rail Commercial & Programme Office|Eurotunnel|2000004400|4768430.5|Eurotunnel MAY 2015|CT18 8XX
Department for Transport|Department for Transport|03/06/2015|Eurotunnel Admin Pay|Rail Commercial & Programme Office|EUROTUNNEL|2000004401|5201857.66|Eurotunnel MAY 2015|CT18 8XY
Department for Transport|Department for Transport|03/06/2015|IT Ser Running Costs|Group Communications|Intelogy Limited|2000004497|1554|#|TW16 7DY
Department for Transport|Department for Transport|03/06/2015|IT Ser Running Costs|Motoring Services|PROCESSFLOWS (UK) LTD|2000004466|4081.9|#|SO23 8RY
Department for Transport|Department for Transport|03/06/2015|Legal Consultancy|Major Projects & Growth|DLA PIPER UK LLP|2000004467|9037.79|#|M2 3DL
Department for Transport|Department for Transport|03/06/2015|Publicity|Group Communications|GROUPM UK LIMITED|1500000004|58062.67|#|WC1X 8RX
Department for Transport|Department for Transport|03/06/2015|Publicity|Group Communications|GROUPM UK LIMITED|1500000004|-58243.5|#|WC1X 8RX
Department for Transport|Department for Transport|03/06/2015|Recruitment Fees|Group Human Resource|HM REVENUE & CUSTOMS|2000004429|106255.2|#|BN12 4XH
Department for Transport|Department for Transport|03/06/2015|Support Services|Air Accident Investigation Branch|EMC Electro Mechanical Components|2000004432|2099.78|EMC SURFACE MOUNT G-SUEX INVEST 09/03/15|65510
Department for Transport|Department for Transport|03/06/2015|Support Services|Local|PLANNING INSPECTORATE|2000004430|3566.55|#|BS1 6PN
Department for Transport|Department for Transport|03/06/2015|Training|Air Accident Investigation Branch|OTTERSHAW AVIATION LTD|2000004490|800|OTTERSHAW NGB TRAINING GH 12/05/15|KT16 0HD
Department for Transport|Department for Transport|03/06/2015|Training|Group Human Resource|Tavistock Institute|2000004471|7950|#|EC2A 4UE
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|General Counsel's Office|CAPITA BUSINESS SERVICES LTD|2000004538|5116.93|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Integrated Delivery|MICHAEL PAGE INTERNATIONAL|2000004557|6420|#|SL1 3SA
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Integrated Delivery|MICHAEL PAGE INTERNATIONAL|2000004557|5031.6|#|SL1 3SA
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004538|11616.02|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004538|3260.04|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Network Rail Sponsorship|CAPITA BUSINESS SERVICES LTD|2000004538|2936.52|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004538|2452.8|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000004538|9517.79|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Franchising|CAPITA BUSINESS SERVICES LTD|2000004538|32422.81|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000004538|2192.62|#|DL1 9HN
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Franchising|Experis Ltd|2000004545|6632.06|#|EC2M 2RB
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Franchising|Experis Ltd|2000004545|8902.08|#|EC2M 2RB
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Project Sponsorship|Experis Ltd|2000004545|3903.25|#|EC2M 2RB
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Project Sponsorship|Experis Ltd|2000004545|7465.92|#|EC2M 2RB
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Project Sponsorship|Experis Ltd|2000004545|3286.94|#|EC2M 2RB
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Project Sponsorship|Experis Ltd|2000004545|3697.81|#|EC2M 2RB
Department for Transport|Department for Transport|04/06/2015|Agency Staff Costs|Rail Commercial & Programme Office|MICHAEL PAGE INTERNATIONAL|2000004557|720|#|SL1 3SA
Department for Transport|Department for Transport|04/06/2015|Agents Fees|Strategic Roads & Smart Ticketing|NORTHGATE PUBLIC SERVICES (UK) LTD|2000004582|179100|#|HP2 4NW
