DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|04/03/2013|Agency Staff Costs|Group Finance|EXPERIS LTD|2000024569|4352.58|#|EC1R 3DR
Department for Transport|Department for Transport|04/03/2013|Agency Staff Costs|Refran Prog Off|EXPERIS LTD|2000024569|11053.44|#|EC1R 3DR
Department for Transport|Department for Transport|04/03/2013|Agency Staff Costs|Refran Prog Off|SPRING TECHNOLOGY LTD  ALSO T/A|2000024582|1901.12|#|B37 7YE
Department for Transport|Department for Transport|04/03/2013|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000024593|11612.98|#|OX4 4DQ
Department for Transport|Department for Transport|04/03/2013|Cap Grt Pri Sec-Cos.|Rail|NETWORK RAIL INFRASTUCTURE LTD|2000024579|284308307.7|Network Rail 13th Grantpayment  March 2013|N1 9AG
Department for Transport|Department for Transport|04/03/2013|CurrGrt Las in AEF/A|Local|NORTHUMBERLAND CC|2000024577|93505.89|LSTF Grant Payment 2012-13 Q3 Resource|NE61 2EF
Department for Transport|Department for Transport|04/03/2013|CurrGrtPriSec-P&NPIS|Greener Transport & International|ENERGY SAVING TRUST|2000024576|405139|EST Jn  2013 #405,139|SW1H 9BP
Department for Transport|Department for Transport|04/03/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|EUROTUNNEL|2000024562|4149782.56|Opex & Usage Charges - Feb 13|CT18 8XY
Department for Transport|Department for Transport|04/03/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|EUROTUNNEL (EURO PAYMENTS)|2000024561|4895078.18|Opex & Usage Charges - Feb 13|CT18 8X
Department for Transport|Department for Transport|04/03/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|SNCF CAISSE GENERALE|2000024560|4718408.43|SNCF GBP Exchange plus TVA - February 13|75008
Department for Transport|Department for Transport|04/03/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|SNCF TRESORERIE ENC RHT VFE|2000024559|5369231.14|SNCF Euro Exchange plus TVA - February 13|75014
Department for Transport|Department for Transport|04/03/2013|HR Consultancy|Group HR|EMPLOYEE ADVISORY RESOURCE LTD|2000024570|509.1|#|W4 5YB
Department for Transport|Department for Transport|04/03/2013|Infrastructure Maint|Business Transformation|COMPUTACENTER (UK) LTD|2000024567|10000|#|AL10 9TW
Department for Transport|Department for Transport|04/03/2013|Legal Consultancy|DASH|DLA PIPER UK LLP|2000024568|3768.24|#|M2 3DL
Department for Transport|Department for Transport|04/03/2013|Management Consultan|DASH|WESTBOURNE COMMS COMPANY LTD|2000024592|65642.4|#|SW1Y 5AH
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|277.32|1014003 HP LASERJET 4700 FUSER|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|68.64|355-3393 SUPP.TEAM CLJ 4700 TNR CART BLA|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|70.42|355-3674 SUPP.TEAM CLJ 4700 TNR CART CYA|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|70.42|355-4381 SUPP.TEAM CLJ 4700 TNR CART YEL|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|70.42|355-4572 SUPP.TEAM CLJ 4700 TNR CART MAG|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|187.98|3699655 HEWLETT PACKARD IMAGE TRANSFER K|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Non Stock Machine Co|Business Transformation|SUPPLIES TEAM|2000024565|48.37|REV4600Y MY HP LJ4600 LASER TONER YELLOW|S9 1XU
Department for Transport|Department for Transport|04/03/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000024585|723.2|#|EC4M 7RD
Department for Transport|Department for Transport|04/03/2013|Publicity|Roads|ATKINS LTD (TRANSPORT PLANNING)|2000024566|29756.82|#|WR5 1TX
Department for Transport|Department for Transport|04/03/2013|Research|Local|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000024572|26614|#|EC1V 0AX
Department for Transport|Department for Transport|04/03/2013|Research|Local|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000024572|121254|#|EC1V 0AX
Department for Transport|Department for Transport|04/03/2013|Subscriptions to Pro|Analysis/Science|H M TREASURY|2000024594|1219|#|SW1A 2HQ
Department for Transport|Department for Transport|04/03/2013|Support Services|Air Accident Investigation Branch|HSB HAUGHTON ENGINEERING|2000024571|1443.2|#|OL4 3JA
Department for Transport|Department for Transport|04/03/2013|Support Services|Aviation Security |FCO FOREIGN & COMMONWEALTH OFFICE|2000024598|11356.7|#|MK10 1PX
Department for Transport|Department for Transport|04/03/2013|Support Services|Aviation Security |FCO FOREIGN & COMMONWEALTH OFFICE|2000024598|6684.12|#|MK10 1PX
Department for Transport|Department for Transport|04/03/2013|Support Services|Aviation Security |FCO FOREIGN & COMMONWEALTH OFFICE|2000024598|40019.22|#|MK10 1PX
Department for Transport|Department for Transport|04/03/2013|Support Services|Aviation Security |FCO FOREIGN & COMMONWEALTH OFFICE|2000024598|6642.63|#|MK10 1PX
Department for Transport|Department for Transport|04/03/2013|Support Services|General Counsel's Office|SCOTLAND OFFICE|2000024595|960|#|EH3 7HW
Department for Transport|Department for Transport|04/03/2013|Support Services|Greener Transport & International|VEHICLE CERTIFICATION AGENCY|2000024575|145362.37|#|BS5 6XX
Department for Transport|Department for Transport|04/03/2013|Telephone charges|Air Accident Investigation Branch|ALTERNATIVE NETWORKS PLC|2000024586|1180.68|#|SW11 3UL
Department for Transport|Department for Transport|04/03/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000024574|47027.7|#|BS24 9BP
Department for Transport|Department for Transport|04/03/2013|Traffic Survey & Cou|Local|ENGLISH SPORTS COUNCIL|2000024587|9457|#|WC1B 4SE
Department for Transport|Department for Transport|04/03/2013|Training|Rail|INTERNATIONAL LEARNING|2000024584|1161.33|French Language Tuition - RC|SE3 7NT
Department for Transport|Department for Transport|04/03/2013|Travel Expenses UK|DASH|WESTBOURNE COMMS COMPANY LTD|2000024592|988|#|SW1Y 5AH
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Business Transformation|NETWORKERS INTERNATIONAL (UK) PLC|2000024708|7050.72|#|BR1 1HP
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Permanent Secretary|NETWORKERS INTERNATIONAL (UK) PLC|2000024708|1104.9|#|BR1 1HP
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000024697|4036.38|#|BN11 2BW
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000024708|3408.78|#|BR1 1HP
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Rail Commercial Contracts|MICHAEL PAGE INTERNATIONAL|2000024707|3540.24|#|SL1 3SA
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Local|EXPERIS LTD|2000024702|3576.48|#|EC1R 3DR
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000024707|2958|#|SL1 3SA
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Group Finance|EXPERIS LTD|2000024702|8705.16|#|EC1R 3DR
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000024707|2808|#|SL1 3SA
Department for Transport|Department for Transport|05/03/2013|Agency Staff Costs|Refran Prog Off|NETWORKERS INTERNATIONAL (UK) PLC|2000024708|530.35|#|BR1 1HP
Department for Transport|Department for Transport|05/03/2013|Car Hire and Leasing|Permanent Secretary|GOVERNMENT CAR & DESPATCH AGENCY|2000024719|6954.66|#|SW8 5AX
Department for Transport|Department for Transport|05/03/2013|Car Hire and Leasing|Permanent Secretary|GOVERNMENT CAR & DESPATCH AGENCY|2000024719|6954.66|#|SW8 5AX
Department for Transport|Department for Transport|05/03/2013|Computer equipment|Business Transformation|REMPLOY LTD|2000024691|2046|#|LS12 6LN
Department for Transport|Department for Transport|05/03/2013|Contract Cleaning|Rail Accident Investigation Branch|INTERSERVE|2000024714|865.82|#|BS32 4NH
Department for Transport|Department for Transport|05/03/2013|CurrGrt Las in AEF/A|London and Olympics|GREATER LONDON AUTHORITY|2000024690|108807000|GLA Payment number 25|SE1 2UT
Department for Transport|Department for Transport|05/03/2013|CurrGrtOth to NDPBs|Group Finance|HSBC BANK PLC, LONDON|2000024713|28050000|LCR Payment March 2013 - XS0150670551|E14 5HQ
Department for Transport|Department for Transport|05/03/2013|Data Supply - TD|Transport Direct and Travel information|INRIX MEDIA LTD|2000024709|18499.2|#|WA14 1EP
Department for Transport|Department for Transport|05/03/2013|Electricity|Rail Accident Investigation Branch|BRITISH GAS BUSINESS|2000024700|889.79|Service Item - cart line 0000000001|GU95 1AW
Department for Transport|Department for Transport|05/03/2013|Insurance|Group HR|MARSH LTD|2000024704|530|#|SG6 3TT
Department for Transport|Department for Transport|05/03/2013|IT Consultancy|Roads|NHS INFORMATION CENTRE|2000024718|1400|#|LS1 6AE
Department for Transport|Department for Transport|05/03/2013|IT Ser Running Costs|Transport Direct and Travel information|MENTZ DATENVERARBEITUNG GMBH|2000024726|8872.97|#|81675
Department for Transport|Department for Transport|05/03/2013|IT Ser Running Costs|Business Transformation|SPECIALIST COMPUTER CENTRES PLC|2000024710|3672|#|B11 2LE
Department for Transport|Department for Transport|05/03/2013|Legal Consultancy|Rail Commercial Contracts|C M S CAMERON MCKENNA|2000024701|15156.24|#|EC1A 4DD
Department for Transport|Department for Transport|05/03/2013|Legal Consultancy|Rail Commercial Contracts|C M S CAMERON MCKENNA|2000024701|12123.36|#|EC1A 4DD
Department for Transport|Department for Transport|05/03/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000024711|4541.19|#|EC4M 7RD
Department for Transport|Department for Transport|05/03/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000024711|4563.08|#|EC4M 7RD
Department for Transport|Department for Transport|05/03/2013|P&M Capital Cost|Air Accident Investigation Branch|MANTEC SYSTEMS LTD|2000024717|149296.64|#|NE28 9NZ
Department for Transport|Department for Transport|05/03/2013|Prog&ProjMgmt Consul|Air Accident Investigation Branch|CAPITA SYMONDS LTD|2000024716|2838|#|SW1W 0AU
Department for Transport|Department for Transport|05/03/2013|Publications for Res|DASH|CREATIVE CHOICE CIC|2000024715|2125|#|SW1H 0DJ
Department for Transport|Department for Transport|05/03/2013|Publications for Res|DASH|CREATIVE CHOICE CIC|2000024715|849.48|#|SW1H 0DJ
Department for Transport|Department for Transport|05/03/2013|Publicity|DASH|CREATIVE CHOICE CIC|2000024715|1236|#|SW1H 0DJ
Department for Transport|Department for Transport|05/03/2013|Publicity|DASH|CREATIVE CHOICE CIC|2000024715|430|#|SW1H 0DJ
Department for Transport|Department for Transport|05/03/2013|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000024699|8464.78|#|NN4 7SG
Department for Transport|Department for Transport|05/03/2013|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000024699|3210.28|Barclays DFT Corporate March 2013|NN4 7SG
Department for Transport|Department for Transport|05/03/2013|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000024699|42216.09|Barclays DFT Corporate|NN4 7SG
Department for Transport|Department for Transport|05/03/2013|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000024699|13650.09|Barclays DFT/RT&L CC March|NN4 7SG
Department for Transport|Department for Transport|05/03/2013|Recruitment|Local|OFFICE FOR NATIONAL STATISTICS|2000024721|2000|#|NP10 8XG
Department for Transport|Department for Transport|05/03/2013|Recruitment Fees|Group HR|CAPITA RESOURCING LTD T/A|2000024696|6336|#|DL1 9HN
Department for Transport|Department for Transport|05/03/2013|Research|Roads|AECOM LIMITED|2000024703|47645.83|#|WA14 4DZ
Department for Transport|Department for Transport|05/03/2013|Research|Local|OFFICE FOR NATIONAL STATISTICS|2000024721|36383.44|#|NP10 8XG
Department for Transport|Department for Transport|05/03/2013|Services prov by OGD|Roads|VEHICLE & OPERATOR SERVICES AGENCY|2000024724|4235100|#|SA1 8AN
Department for Transport|Department for Transport|05/03/2013|Services prov by OGD|Analysis/Science|GOVERNMENT ACTUARY'S DEPARTMENT|2000024720|9263.5|#|EC4A 1AB
Department for Transport|Department for Transport|05/03/2013|Storage & Distributi|DASH|CAMBERTOWN LIMITED|2000024712|1199.12|#|S63 9BL
Department for Transport|Department for Transport|05/03/2013|Support Services|Greener Transport & International|VCA Headquarters|2000024695|533.62|#|BS5 6XX
Department for Transport|Department for Transport|05/03/2013|Support Services|General Counsel's Office|SCOTLAND OFFICE|2000024723|1845|#|EH3 7HW
Department for Transport|Department for Transport|05/03/2013|Support Services|General Counsel's Office|SCOTLAND OFFICE|2000024723|2220|#|EH3 7HW
Department for Transport|Department for Transport|05/03/2013|Traffic Survey & Cou|Roads|HIGHWAYS AGENCY (14272)|2000024725|4340.78|#|HP2 4XW
Department for Transport|Department for Transport|05/03/2013|Transport  Consult|DASH|ENVIRONMENTAL SCIENTIFICS GROUP LTD|2000024692|2666|#|DE15 0YZ
Department for Transport|Department for Transport|05/03/2013|YR-Dental|Human Resources|NATIONAL DENTAL PLAN LIMITED|2000024669|503.15|3rd Party Payments Februrary 2013|EC3N 1DY
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Internal Audit|REED SPECIALIST RECRUITMENT LTD|2000024805|2341.2|#|SW20 0BA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000024796|991.44|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Business Transformation|BADENOCH & CLARK|2000024796|1239.3|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Business Transformation|SAND RESOURCES LTD|2000024806|3522|#|TN1 1DJ
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000024793|4036.38|#|BN11 2BW
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000024793|4843.66|#|BN11 2BW
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000024796|4036.38|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000024796|3616.8|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000024796|4036.38|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000024796|3616.8|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000024796|4036.38|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000024821|3210|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000024821|3210.06|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Rail Commercial Contracts|MICHAEL PAGE INTERNATIONAL|2000024821|1814.4|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Rail Commercial Contracts|MICHAEL PAGE INTERNATIONAL|2000024821|1209.6|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000024796|3244.8|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000024796|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000024796|2433.6|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000024796|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000024796|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000024796|2433.6|#|EC4V 4BG
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|CAPITA RESOURCING LTD|2000024823|4181.4|#|DL1 9HN
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|CAPITA RESOURCING LTD|2000024823|8014.32|#|DL1 9HN
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|LA INTERNATIONAL COMPUTER|2000024802|11296.14|#|ST1 5UB
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000024821|1968.29|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000024821|2460.36|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000024821|660|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000024821|3510|#|SL1 3SA
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|HS2 DGs Office|NETWORKERS INTERNATIONAL (UK) PLC|2000024827|5429.76|#|BR1 1HP
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Refran Prog Off|NETWORKERS INTERNATIONAL (UK) PLC|2000024827|-2663.82|#|BR1 1HP
Department for Transport|Department for Transport|06/03/2013|Agency Staff Costs|Group Finance|PARITY RESOURCES LTD|2000024822|5400|#|SW19 3RU
Department for Transport|Department for Transport|06/03/2013|Basic Franchise Pay|Rail and Road Projects|CHILTERN RAILWAYS|2000024825|1434934.79|1312 Wk4 Bicester - Oxford scope change: Early Wor|HP20 2RX
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|BATH & NE SOMERSET DC|2000024841|2404612|Quarter 3 LA Major Schemes Grant Payment 12/13|BA1 5AW
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|CHESHIRE EAST BOROUGH COUNCIL|2000024829|11555.13|Quarter 3 LA Major Schemes Grant Payment 12/13|CW11 1HZ
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|DEVON COUNTY COUNCIL|2000024843|4443346|Quarter 3 LA Major Schemes Grant Payment 12/13|EX2 4QJ
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|DONCASTER MBC|2000024811|2356336.44|Quarter 3 LA Major Schemes Grant Payment 12/13|DN1 1ER
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|DORSET COUNTY COUNCIL|2000024844|709030.31|Quarter 3 LA Major Schemes Grant Payment 12/13|DT1 1XJ
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|DUDLEY MBC|2000024812|24003|Quarter 3 LA Major Schemes Grant Payment 12/13|DY1 1HF
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|EAST RIDING OF YORKSHIRE COUNCIL|2000024813|2470621.94|Quarter 3 LA Major Schemes Grant Payment 12/13|HU17 9BA
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|ESSEX COUNTY COUNCIL|2000024831|734849.75|Quarter 3 LA Major Schemes Grant Payment 12/13|CH1 1QH
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|GREATER MANCHESTER|2000024834|109173|Quarter 3 LA Major Schemes Grant Payment 12/13|M60 2JR
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|HALTON BC|2000024845|2760347.86|Quarter 3 LA Major Schemes Grant Payment 12/13|WA8 6NB
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|LEEDS CITY COUNCIL|2000024814|818230|Quarter 3 LA Major Schemes Grant Payment 12/13|LS2 8JR
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|MIDDLESBROUGH BOROUGH COUNCIL|2000024816|2470874.85|Quarter 3 LA Major Schemes Grant Payment 12/13|TS1 9GA
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|NORTHAMPTONSHIRE CC|2000024846|3343777|Quarter 3 LA Major Schemes Grant Payment 12/13|NN4 7DB
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|NOTTINGHAMSHIRE CC|2000024817|1464299|Quarter 3 LA Major Schemes Grant Payment 12/13|NG2 7LA
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|PORTSMOUTH CITY COUNCIL|2000024850|3004030.19|Quarter 3 LA Major Schemes Grant Payment 12/13|PO1 2BG
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|READING BC|2000024847|1134421.21|Quarter 3 LA Major Schemes Grant Payment 12/13|RG1 7TD
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|ROTHERHAM MBC|2000024818|4262464.85|Quarter 3 LA Major Schemes Grant Payment 12/13|S60 1SN
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|SANDWELL MBC|2000024819|747094.33|Quarter 3 LA Major Schemes Grant Payment 12/13|B69 3BS
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|ST HELENS MBC|2000024848|18454|Quarter 3 LA Major Schemes Grant Payment 12/13|WA10 1UQ
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|SUFFOLK COUNTY COUNCIL|2000024852|1604536|Quarter 3 LA Major Schemes Grant Payment 12/13|IP1 2DH
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|SURREY COUNTY COUNCIL|2000024849|1978604|Quarter 3 LA Major Schemes Grant Payment 12/13|KT1 1AB
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|WEST MIDLANDS ITA|2000024835|9613317.62|Quarter 3 LA Major Schemes Grant Payment 12/13|B19 3SD
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|WOLVERHAMPTON CITY COUNCIL|2000024820|2255548.99|Quarter 3 LA Major Schemes Grant Payment 12/13|WRV 1RL
Department for Transport|Department for Transport|06/03/2013|Cap Grt Loc Auth|Local|WORCESTERSHIRE COUNTY COUNCIL|2000024851|748869|Quarter 3 LA Major Schemes Grant Payment 12/13|WR5 2NP
Department for Transport|Department for Transport|06/03/2013|Cap Grt Pub Corp|Aviation Security |CIVIL AVIATION AUTHORITY|2000024833|1806804|CAA Aviation Security Function Grant|RH6 0YR
Department for Transport|Department for Transport|06/03/2013|Computer Consumables|Analysis/Science|SUPPORT WAREHOUSE LIMITED|2000024842|1804.8|#|BD23 9AX
Department for Transport|Department for Transport|06/03/2013|Computer equipment|Air Accident Investigation Branch|SOFTWARE BOX LTD|2000024789|863.2|SOFTWARE BOX NON ETHOS FIREWALL 11/02/13|YO61 1ET
Department for Transport|Department for Transport|06/03/2013|Computer equipment|Business Transformation|PROCESSFLOWS (UK) LTD|2000024795|14198.18|#|SO23 8RY
Department for Transport|Department for Transport|06/03/2013|Conferences / Semina|General Counsel's Office|JESUS COLLEGE|2000024800|2592|#|OX1 3DW
Department for Transport|Department for Transport|06/03/2013|CurrGrtPriSec-P&NPIS|Commercial & Technical Services|RAIL SAFETY & STANDARDS BOARD|2000024824|8335000|RSSB Inv Op/1003945|NW1 2DX
