DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|02/01/2013|Basic Franchise Pay|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019930|90608.97|1310 Wk3 HLOS PHASE 1A PAYMENT 2012-13_P1310 - Nor|YO1 6HT
Department for Transport|Department for Transport|02/01/2013|Basic Franchise Pay|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019930|188005.51|1310 Wk3 HLOS PHASE 1B SUBSIDY 2012-13_P1310 - Nor|YO1 6HT
Department for Transport|Department for Transport|02/01/2013|Basic Franchise Pay|Rail Commercial Contracts|FIRST KEOLIS TRANSPENNINE|2000019929|4276229.12|1310 Wk3 Basic Franchise Payment - 2012-13_P1310 -|M1 6LT
Department for Transport|Department for Transport|02/01/2013|Basic Franchise Rec|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|205575|1310 Wk3 Basic Franchise Payment - C2C Rail Limite|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|Basic Franchise Rec|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|-16313|1310 Wk3 Rolling Stock Maintenance Reserve - P1308|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|Basic Franchise Rec|Rail Commercial Contracts|WEST COAST TRAINS LTD|2000019933|16233000|1310 Wk3 Basic Franchise Payment - P1310 - Virgin|B5 4HA
Department for Transport|Department for Transport|02/01/2013|Data Supply - TD|Transport Direct and Travel information|LANDMARK INFORMATION GROUP LTD|2000019918|15490.8|#|EX2 7HY
Department for Transport|Department for Transport|02/01/2013|Data Supply - TD|Transport Direct and Travel information|LANDMARK INFORMATION GROUP LTD|2000019918|10593.6|#|EX2 7HY
Department for Transport|Department for Transport|02/01/2013|Deed Of Amendment -|Rail Commercial Contracts|LONDON MIDLAND RAILWAY|2000019931|4639.47|1310 Wk3 LOM HLOS Combined Bromgrove & 110 mph Sch|B2 4JB
Department for Transport|Department for Transport|02/01/2013|Deed Of Amendment -|Rail Commercial Contracts|LONDON MIDLAND RAILWAY|2000019931|100627.36|1310 Wk3 LOM Phase 3 Adjustment Pd 1310 - London M|B2 4JB
Department for Transport|Department for Transport|02/01/2013|Ec4T Charges - Rtoc|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|173905.69|1310 Wk3 Delivery charges - P1309 - C2C Rail Limit|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|Ec4T Charges - Rtoc|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|61259.52|1310 Wk3 EC4T - P1309 - C2C Rail Limited|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|Elec Asset Usage Cha|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|22961.63|1310 Wk3 EAU - P1309 - C2C Rail Limited|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|Indexation Receipts|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|20257|1310 Wk3 Indexation on Basic Franchise Payment - p|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|IT Ser Running Costs|Transport Direct and Travel information|TRAPEZE GROUP (UK) LTD|2000019924|16196.4|#|BA14 6PH
Department for Transport|Department for Transport|02/01/2013|Legal Consultancy|Group HR|TREASURY SOLICITOR|2000019911|1795|#|WC2B 4TS
Department for Transport|Department for Transport|02/01/2013|Legal Consultancy|Group HR|TREASURY SOLICITOR|2000019911|8453|#|WC2B 4TS
Department for Transport|Department for Transport|02/01/2013|Management Consultan|Rail and Road Projects|PRICEWATERHOUSECOOPERS LLP|2000019921|79508.92|#|E14 9SQ
Department for Transport|Department for Transport|02/01/2013|Non Stock Machine Co|Transport Direct & Travel Information|SUPPLIES TEAM|2000019914|553.12|#|S9 1XU
Department for Transport|Department for Transport|02/01/2013|Other Sprs - Ptoc|Rail Commercial Contracts|LONDON MIDLAND RAILWAY|2000019931|476932|1310 Wk3 BTP SOSRA - Outstanding Balance - London|B2 4JB
Department for Transport|Department for Transport|02/01/2013|Other Sprs - Rtoc|Rail Commercial Contracts|WEST COAST TRAINS LTD|2000019933|-76532|1310 Wk3 Pendolino Adj Payment - Rail Prd 1309 - V|B5 4HA
Department for Transport|Department for Transport|02/01/2013|Other Sprs - Rtoc|Rail Commercial Contracts|WEST COAST TRAINS LTD|2000019933|3000000|1310 Wk3 Pendolino Integration Bonus - Virgin West|B5 4HA
Department for Transport|Department for Transport|02/01/2013|Pip - Rtoc|Rail Commercial Contracts|C2C RAIL LIMITED|2000019928|72|1310 Wk3 PIP - P1308 Additional - C2C Rail Limited|EC1V 9NR
Department for Transport|Department for Transport|02/01/2013|Profit/Rev Share-RTO|Rail Commercial Contracts|WEST COAST TRAINS LTD|2000019933|4140000|1310 Wk3 Revenue Support on a/c - Rail Prd 1309 -|B5 4HA
Department for Transport|Department for Transport|02/01/2013|Prog&ProjMgmt Consul|Local|STEER DAVIES & GLEAVE LTD|2000019922|90737.68|#|SE1 9PD
Department for Transport|Department for Transport|02/01/2013|Research|Analysis/Science|NETFUNDI LTD|2000019919|586|#|LA1 1SQ
Department for Transport|Department for Transport|02/01/2013|Services prov by OGD|Group Finance|MARITIME & COASTGUARD AGENCY|2000019912|31498.53|#|SO15 1EG
Department for Transport|Department for Transport|02/01/2013|Services prov by OGD|Group Finance|MARITIME & COASTGUARD AGENCY|2000019912|30838.53|#|SO15 1EG
Department for Transport|Department for Transport|02/01/2013|Services prov by OGD|Group Finance|MARITIME & COASTGUARD AGENCY|2000019912|30918.68|#|SO15 1EG
Department for Transport|Department for Transport|02/01/2013|Services prov by OGD|Group Finance|MARITIME & COASTGUARD AGENCY|2000019912|31073.24|#|SO15 1EG
Department for Transport|Department for Transport|02/01/2013|Services prov by OGD|Group Finance|MARITIME & COASTGUARD AGENCY|2000019912|31028.76|#|SO15 1EG
Department for Transport|Department for Transport|02/01/2013|Services prov by OGD|Group Finance|MARITIME & COASTGUARD AGENCY|2000019912|30679.21|#|SO15 1EG
Department for Transport|Department for Transport|02/01/2013|Sprs Indexation Pay-|Rail Commercial Contracts|LONDON MIDLAND RAILWAY|2000019931|152266|1310 Wk3 LOM Franchise Payment Indexation Pd1310 -|B2 4JB
Department for Transport|Department for Transport|02/01/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019930|60060.56|1310 Wk3 HLOS 2 Franchise Indexation based on V12_|YO1 6HT
Department for Transport|Department for Transport|02/01/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019930|72117.94|1310 Wk3 HLOS 3 Franchise Indexation based on V12_|YO1 6HT
Department for Transport|Department for Transport|02/01/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019930|2412458.44|1310 Wk3 Subsidy Indexation based on v12 of Fin. M|YO1 6HT
Department for Transport|Department for Transport|02/01/2013|Sprs Indexation Pay-|Rail Commercial Contracts|FIRST KEOLIS TRANSPENNINE|2000019929|78474.25|1310 Wk3 Indexation on Basic Franchise payment 201|M1 6LT
Department for Transport|Department for Transport|02/01/2013|Telephone Line Rent|Business Transformation|BT PAYMENT SERVICES LTD|2000019926|552.6|BT Rental 01.12.12-28.02.13|DH98 1BT
Department for Transport|Department for Transport|02/01/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000019923|3956.64|#|BS24 9BP
Department for Transport|Department for Transport|02/01/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000019923|2760|#|BS24 9BP
Department for Transport|Department for Transport|02/01/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000019923|3453|#|BS24 9BP
Department for Transport|Department for Transport|02/01/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000019923|3775.5|#|BS24 9BP
Department for Transport|Department for Transport|02/01/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000019923|2421|#|BS24 9BP
Department for Transport|Department for Transport|02/01/2013|Traffic Survey & Cou|Roads|TDC SYSTEMS LIMITED|2000019923|3553|#|BS24 9BP
Department for Transport|Department for Transport|02/01/2013|Training|Air Accident Investigation Branch|OXFORD AVIATION ACADEMY UK LTD|2000019920|1100|#|RH10 2UH
Department for Transport|Department for Transport|02/01/2013|Training|Greener Transport & International|CORINNE GAUTIER-CAPES|2000019936|584|#|SW19 2AY
Department for Transport|Department for Transport|02/01/2013|Training|Rail Accident Investigation Branch|WYVERN RAIL PLC|2000019932|550|#|DE4 4FB
Department for Transport|Department for Transport|03/01/2013|Agency Staff Costs|Group HR|HAYS PERSONNEL SERVICE LTD|2000019974|4154.1|#|KT3 4JQ
Department for Transport|Department for Transport|03/01/2013|Agency Staff Costs|Local|SPRING TECHNOLOGY LTD  ALSO T/A|2000020001|765.9|#|B37 7YE
Department for Transport|Department for Transport|03/01/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000019997|2460.36|#|SL1 3SA
Department for Transport|Department for Transport|03/01/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000019997|3514.8|#|SL1 3SA
Department for Transport|Department for Transport|03/01/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000019997|5472|#|SL1 3SA
Department for Transport|Department for Transport|03/01/2013|Agency Staff Costs|Refran Prog Off|SPRING TECHNOLOGY LTD  ALSO T/A|2000020001|1267.42|#|B37 7YE
Department for Transport|Department for Transport|03/01/2013|Cycle to Work Scheme|Group HR|CYCLESCHEME LTD|2000019982|666.67|#|BA1 1WX
Department for Transport|Department for Transport|03/01/2013|Car Hire and Leasing|Rail Accident Investigation Branch|VOLKSWAGON FINANCIAL SERVICES|2000020002|882.08|#|MK14 5LR
Department for Transport|Department for Transport|03/01/2013|Contract Cleaning|Air Accident Investigation Branch|INTERSERVE|2000020010|6970.93|#|BS32 4NH
Department for Transport|Department for Transport|03/01/2013|Contract Cleaning|Air Accident Investigation Branch|INTERSERVE|2000020010|2191.95|#|BS32 4NH
Department for Transport|Department for Transport|03/01/2013|CurrGrtPriSec-P&NPIS|Greener Transport & International|ENERGY SAVING TRUST|2000019995|183850|EST Nov  2012 #183,850|SW1H 9BP
Department for Transport|Department for Transport|03/01/2013|CurrGrtPriSec-P&NPIS|Greener Transport & International|LOW CARBON VEHICLE PARTNERSHIP|2000020004|45000|LCVP Dec 2012 #45,000|SW1H 9JJ
Department for Transport|Department for Transport|03/01/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|EUROTUNNEL|2000020021|4457996.97|EUROTUNNEL PMENT FOR DECEMBER 2012|CT18 8XY
Department for Transport|Department for Transport|03/01/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|EUROTUNNEL (EURO PAYMENTS)|2000020022|4625098.45|EUROTUNNEL PMENT FOR DECEMBER 2012|CT18 8X
Department for Transport|Department for Transport|03/01/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|SNCF CAISSE GENERALE|2000019940|5104673.87|#|75008
Department for Transport|Department for Transport|03/01/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|SNCF TRESORERIE ENC RHT VFE|2000019941|5139629.05|#|75014
Department for Transport|Department for Transport|03/01/2013|Grt Aid to NDPBs|DASH|HS2|2000020003|12000000|HS2 January Grant 2012|SW1E 5DU
Department for Transport|Department for Transport|03/01/2013|Investigation Servic|Rail Accident Investigation Branch|RICARDO - AEA LIMITED|2000020017|3708|#|OX11 0PQ
Department for Transport|Department for Transport|03/01/2013|IT Consultancy|Rail Commercial Contracts|ATOS IT SERVICES UK LTD|2000019977|14071.36|#|WV10 6UH
Department for Transport|Department for Transport|03/01/2013|IT Equip Cap Cost|Managing Director Motoring Services|SPECIALIST COMPUTER CENTRES PLC|2000019999|8566.2|#|B11 2LE
Department for Transport|Department for Transport|03/01/2013|Legal Consultancy|Refran Prog Off|LINKLATERS|2000019986|777340.18|#|EC2Y 8HQ
Department for Transport|Department for Transport|03/01/2013|Legal Consultancy|Refran Prog Off|NORTON ROSE LLP|2000020000|123373.72|#|SE1 2AQ
Department for Transport|Department for Transport|03/01/2013|MAA Proceeds Paid|Group Finance|HM TREASURY-CFER|2000019973|275382.5|War Risks CFER - Odyssey PPRO 04/13/15 salvage|SW1A 2H
Department for Transport|Department for Transport|03/01/2013|Medals|Corporate Director's Officer|WORCESTERSHIRE MEDAL SERVICE LTD|2000020014|9555.07|#|B61 8LL
Department for Transport|Department for Transport|03/01/2013|Media & Press|Business Transformation|GORKANA GROUP LTD (GCL)|2000020011|4256.97|#|EC1Y 8QE
Department for Transport|Department for Transport|03/01/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000020005|16798.44|#|EC4M 7RD
Department for Transport|Department for Transport|03/01/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000020005|1458.74|#|EC4M 7RD
Department for Transport|Department for Transport|03/01/2013|Prog&ProjMgmt Consul|Air Accident Investigation Branch|CAPITA SYMONDS LTD|2000020019|5676|#|SW1W 0AU
Department for Transport|Department for Transport|03/01/2013|Property Maintenance|Air Accident Investigation Branch|INTERSERVE|2000020010|590.59|#|BS32 4NH
Department for Transport|Department for Transport|03/01/2013|Property Maintenance|Air Accident Investigation Branch|INTERSERVE|2000020010|9313.81|#|BS32 4NH
Department for Transport|Department for Transport|03/01/2013|Property Maintenance|Air Accident Investigation Branch|TEAM Q MAINTENANCE LIMITED|2000019978|2831.25|#|SG13 7AX
Department for Transport|Department for Transport|03/01/2013|Rates|Air Accident Investigation Branch|VODAFONE LTD|2000019994|1461.05|#|RG14 5FF
Department for Transport|Department for Transport|03/01/2013|Research|Greener Transport & International|TRANSPORT RESEARCH LABORATORY|2000019991|12983.39|#|RG40 3GA
Department for Transport|Department for Transport|03/01/2013|Research|Greener Transport & International|DEPARTMENT FOR BUSINESS|2000020020|23500|#|NP19 7AA
Department for Transport|Department for Transport|03/01/2013|Support Services|Air Accident Investigation Branch|ROJAY WORLD FREIGHT LTD|2000019988|1242|#|GU12 4TD
Department for Transport|Department for Transport|03/01/2013|Support Services|Aviation|CAA INTERNATIONAL LTD|2000019980|7129.44|#|RH6 0YR
Department for Transport|Department for Transport|03/01/2013|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000019998|992.98|#|DL3 6XR
Department for Transport|Department for Transport|03/01/2013|Telephone charges|Air Accident Investigation Branch|VODAFONE LTD|2000019994|-0.01|#|RG14 5FF
Department for Transport|Department for Transport|03/01/2013|Training|Air Accident Investigation Branch|ELITE HELICOPTERS|2000020012|749.75|#|PO18 OPH
Department for Transport|Department for Transport|03/01/2013|Training|Air Accident Investigation Branch|WESTERN AIR (THRUXTON) LTD|2000020013|546.85|#|SP11 8PW
Department for Transport|Department for Transport|03/01/2013|Training|Marine Accident Investigation Branch|CRANFIELD UNIVERSITY|2000019981|7080|#|MK43 0AL
Department for Transport|Department for Transport|03/01/2013|Transport  Consult|Aviation|NATIONAL AIR TRAFFIC SERV (ENROUTE)|2000019996|1169|#|EH4 1PU
Department for Transport|Department for Transport|03/01/2013|Transport  Consult|Refran Prog Off|PARSONS BRINCKERHOFF LTD|2000019987|20063.4|#|NE4 7YQ
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Business Transformation|SAND RESOURCES LTD|2000020109|3874.2|#|TN1 1DJ
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000020102|4036.38|#|BN11 2BW
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000020102|4036.38|#|BN11 2BW
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000020103|3616.8|#|W1T 5AE
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Rail Commercial Contracts|MICHAEL PAGE INTERNATIONAL|2000020112|3619.2|#|SL1 3SA
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Local|EXPERIS LTD|2000020105|4470.6|#|EC1R 3DR
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Local|EXPERIS LTD|2000020105|2235.3|#|EC1R 3DR
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000020103|3270.3|#|W1T 5AE
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|DASH|MICHAEL PAGE INTERNATIONAL|2000020112|1670.4|#|SL1 3SA
Department for Transport|Department for Transport|04/01/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000020112|660|#|SL1 3SA
Department for Transport|Department for Transport|04/01/2013|Data Supply - TD|Transport Direct and Travel information|BASEMAP LIMITED|2000020117|2412|#|GU2 7YG
Department for Transport|Department for Transport|04/01/2013|DVO Payments|Managing Director Motoring Services|DRIVER & VEHICLE LICENSING AGENCY|2000020122|1466458.87|Shared Services Costs - November 2012|SA6 7JL
Department for Transport|Department for Transport|04/01/2013|Interpreter|Transport Security|FCO SERVICES|2000020121|1316|#|MK19 7BH
Department for Transport|Department for Transport|04/01/2013|IT Equip Cap Cost|Air Accident Investigation Branch|BASSOM COMPUTER CONSULTANCY|2000020104|9115.66|#|GU9 8LS
Department for Transport|Department for Transport|04/01/2013|Legal Consultancy|Rail and Road Projects|FRESHFIELDS|2000020113|298357.22|#|EC4Y 1HS
Department for Transport|Department for Transport|04/01/2013|Legal Consultancy|DASH|WINCKWORTH SHERWOOD|2000020110|112014|#|SE1 9BB
Department for Transport|Department for Transport|04/01/2013|Small Software|Business Transformation|OPEN OBJECTS SOFTWARE LTD|2000020107|2016|#|CB4 0WS
Department for Transport|Department for Transport|04/01/2013|Training|Business Transformation|PAXTON WEB SERVICES LTD|2000020115|510|#|GU21 5TS
Department for Transport|Department for Transport|04/01/2013|Transport  Consult|Local|A F CRUDEN ASSOCIATES|2000020101|900|#|IV1 1QU
Department for Transport|Department for Transport|07/01/2013|Agency Staff Costs|Rail and Road Projects|EXPERIS LTD|2000020163|13057.73|#|EC1R 3DR
Department for Transport|Department for Transport|07/01/2013|Agency Staff Costs|Rail|CAPITA RESOURCING LTD|2000020171|16307.57|#|DL1 9HN
Department for Transport|Department for Transport|07/01/2013|Cap Grt Pri Sec-Cos.|Rail|NETWORK RAIL INFRASTUCTURE LTD|2000020172|284308307.7|Network Rail Grant 11th January 2013|N1 9AG
Department for Transport|Department for Transport|07/01/2013|Contract Cleaning|Marine Accident Investigation Branch|PROGRESS CLEANING SERVICES|2000020157|702|#|SO14 6GH
Department for Transport|Department for Transport|07/01/2013|Data Supply - TD|Analysis/Science|PRB ASSOCIATES LIMITED|2000020166|1200|#|DN31 3LW
Department for Transport|Department for Transport|07/01/2013|Electricity|Air Accident Investigation Branch|HARVEST ENERGY|2000020174|2446.82|#|W1G 0PU
Department for Transport|Department for Transport|07/01/2013|IT Ser Running Costs|Roads|TRAFFICMASTER PLC|2000020168|33960|#|MK43 0TR
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Business Transformation|CRIPPS HARRIES HALL LLP|2000020176|7017.6|#|TN1 1EG
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Business Transformation|CRIPPS HARRIES HALL LLP|2000020176|1360.2|#|TN1 1EG
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|13174.63|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|2857.32|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|573.22|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|14180.99|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|4665.94|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|5530.94|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|5856.6|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|14017.09|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|12670.09|#|
Department for Transport|Department for Transport|07/01/2013|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000020152|13022.47|#|
Department for Transport|Department for Transport|07/01/2013|Machinery Rental|Air Accident Investigation Branch|OCE UK LTD|2000020165|1101.01|#|CM14 4DZ
Department for Transport|Department for Transport|07/01/2013|Mobile Phone charges|Group Finance|T-MOBILE (UK) LTD|2000020167|737.42|TMOBILE - AC 43361515 - DECEMBER 12|AL10 9BW
Department for Transport|Department for Transport|07/01/2013|Room Hire|Business Transformation|CENTRAL HALL WESTMINSTER LTD|2000020161|2110.56|#|SW1H 9NH
Department for Transport|Department for Transport|07/01/2013|Small Software|Transport Direct and Travel information|TRAPEZE GROUP (UK) LTD|2000020169|15721.2|#|BA14 6PH
Department for Transport|Department for Transport|07/01/2013|Support Services|Aviation Security |FCO FOREIGN & COMMONWEALTH OFFICE|2000020153|715.23|#|MK10 1PX
Department for Transport|Department for Transport|07/01/2013|Support Services|Aviation|BOURNEMOUTH INTERNATIONAL AIRPORT|2000020160|29797.9|#|BH23 6SE
Department for Transport|Department for Transport|07/01/2013|Telephone Line Rent|Business Transformation|COLT TELECOMMUNICATIONS|2000020162|3825|COLT - DSC - DEC 2012|EC3A 7QN
Department for Transport|Department for Transport|07/01/2013|Training|Air Accident Investigation Branch|GOODWOOD ROAD RACING CO LTD|2000020156|466.67|#|PO18 0PH
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Local|CAPITA RESOURCING LTD|2000020267|831.6|#|DL1 9HN
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|DASH|ADVANTAGE TECHNICAL RESOURCING LTD|2000020281|9493.92|#|RG21 4FF
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Refran Prog Off|ADVANTAGE TECHNICAL RESOURCING LTD|2000020281|7644.7|#|RG21 4FF
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000020252|4056|#|W1T 5AE
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000020252|2106.82|#|W1T 5AE
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Refran Prog Off|CAPITA RESOURCING LTD|2000020267|3345.12|#|DL1 9HN
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Group Finance|LA INTERNATIONAL COMPUTER|2000020254|10201.68|#|ST1 5UB
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Group Finance|PARITY RESOURCES LTD|2000020265|15120|#|SW19 3RU
Department for Transport|Department for Transport|08/01/2013|Agency Staff Costs|Group Finance|PARITY RESOURCES LTD|2000020265|14400|#|SW19 3RU
Department for Transport|Department for Transport|08/01/2013|BUS FDR Wales|Local|AP TRAVEL|2000020246|6763.01|AP Travel Ltd|CF71 7LJ
Department for Transport|Department for Transport|08/01/2013|CurrGrt Las in AEF/A|London and Olympics|GREATER LONDON AUTHORITY|2000020245|108807000|#|SE1 2UT
Department for Transport|Department for Transport|08/01/2013|CurrGrt Las in AEF/A|London and Olympics|GREATER LONDON AUTHORITY|2000020245|6000000|GLA Grant|SE1 2UT
Department for Transport|Department for Transport|08/01/2013|CurrGrtPriSec-P&NPIS|DASH|RICARDO - AEA LIMITED|2000020280|44000|Q3 NCEC 2012-13|OX11 0PQ
Department for Transport|Department for Transport|08/01/2013|Eurocontrol Contr|Aviation|EUROCONTROL|2000020244|9752763.35|#|
Department for Transport|Department for Transport|08/01/2013|Hotel&Accom Costs|Marine Accident Investigation Branch|REDFERN TRAVEL LTD|2000020271|559.21|Redfern Travel December 2012|BD1 3AZ
Department for Transport|Department for Transport|08/01/2013|IT Ser Running Costs|Business Transformation|SOFTWARE BOX LTD|2000020258|9331.2|#|YO61 1ET
Department for Transport|Department for Transport|08/01/2013|Mobile Phone charges|Centrally held prog|VODAFONE LTD|2000020262|11092.84|VODAFONE - 590 MOBILES - A/C 604232362|RG14 5FF
Department for Transport|Department for Transport|08/01/2013|Non Stock Machine Co|Transport Security Strategy|SUPPLIES TEAM|2000020249|713.64|#|S9 1XU
Department for Transport|Department for Transport|08/01/2013|Printing|Air Accident Investigation Branch|WILLIAMS LEA LIMITED|2000020275|1664.92|#|NR3 1PD
Department for Transport|Department for Transport|08/01/2013|Printing|Air Accident Investigation Branch|WILLIAMS LEA LIMITED|2000020275|1948.8|#|NR3 1PD
Department for Transport|Department for Transport|08/01/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000020275|856.08|#|NR3 1PD
Department for Transport|Department for Transport|08/01/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000020275|876.96|#|NR3 1PD
Department for Transport|Department for Transport|08/01/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000020275|627.49|#|NR3 1PD
Department for Transport|Department for Transport|08/01/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000020275|800.4|#|NR3 1PD
