Department for Transport|HS2 Ltd|17/05/2012|Agency|NSP|Michael Page|004-02-0014273|886.06
Department for Transport|HS2 Ltd|17/05/2012|Agency|ACH|Reed Employment Plc|004-02-0014268|899.03
Department for Transport|HS2 Ltd|17/05/2012|Agency|NPA|Reed Employment Plc|004-02-0014269|921.02
Department for Transport|HS2 Ltd|28/05/2012|Agency|NPA|Reed Employment Plc|004-02-0014606|921.02
Department for Transport|HS2 Ltd|28/05/2012|Agency|NPA|Reed Employment Plc|004-02-0014587|921.02
Department for Transport|HS2 Ltd|17/05/2012|Agency|ACH|Reed Employment Plc|004-02-0014267|925.93
Department for Transport|HS2 Ltd|28/05/2012|Agency|NSP|Michael Page|004-02-0014607|927.4
Department for Transport|HS2 Ltd|16/05/2012|Agency|ACF|Reed Employment Plc|004-02-0014175|934.81
Department for Transport|HS2 Ltd|24/05/2012|Agency|NSP|Michael Page|004-02-0014494|968.75
Department for Transport|HS2 Ltd|09/05/2012|Agency|NTD|Reed Employment Plc|004-02-0014036|979.97
Department for Transport|HS2 Ltd|28/05/2012|Agency|NTD|Reed Employment Plc|004-02-0014596|992.77
Department for Transport|HS2 Ltd|17/05/2012|Agency|NPA|Reed Employment Plc|004-02-0014261|1023.36
Department for Transport|HS2 Ltd|16/05/2012|Agency|ACF|Pro-Tax Recruitment Ltd|004-02-0014176|1425
Department for Transport|HS2 Ltd|30/05/2012|Agency|ACF|Pro-Tax Recruitment Ltd|004-02-0014751|1500
Department for Transport|HS2 Ltd|28/05/2012|Agency|ACF|Pro-Tax Recruitment Ltd|004-02-0014586|1500
Department for Transport|HS2 Ltd|09/05/2012|Agency|ACF|Pro-Tax Recruitment Ltd|004-02-0014053|1500
Department for Transport|HS2 Ltd|23/05/2012|Agency|ACF|Pro-Tax Recruitment Ltd|004-02-0014385|1500
Department for Transport|HS2 Ltd|09/05/2012|Agency|ACF|Morgan Law Partners LLP|004-02-0014044|2251.2
Department for Transport|HS2 Ltd|29/05/2012|Agency|ACF|Morgan Law Partners LLP|004-02-0014660|2595.08
Department for Transport|HS2 Ltd|15/05/2012|Agency|NSP|Matchtech Group UK Limited|019-08-0014152|2942.86
Department for Transport|HS2 Ltd|30/05/2012|Agency|ACF|Morgan Law Partners LLP|004-02-0014750|3157.87
Department for Transport|HS2 Ltd|28/05/2012|Agency|NCP|Rowsell Wright Limited|004-02-0014608|3564
Department for Transport|HS2 Ltd|16/05/2012|Agency|NPA|Hays Office Support|019-08-0014221|3660
Department for Transport|HS2 Ltd|23/05/2012|Agency|ACH|Badenoch & Clark|004-02-0014386|3846.96
Department for Transport|HS2 Ltd|09/05/2012|Agency|ACH|Badenoch & Clark|004-02-0014052|3846.96
Department for Transport|HS2 Ltd|09/05/2012|Agency|ACH|Badenoch & Clark|004-02-0014042|3846.96
Department for Transport|HS2 Ltd|17/05/2012|Agency|APA|Reed Employment Plc|004-02-0014274|3979.08
Department for Transport|HS2 Ltd|30/05/2012|Agency|NSP|Stoneywood Consultants Ltd|004-02-0014749|5500
Department for Transport|HS2 Ltd|23/05/2012|Agency|ACF|Morgan Law Partners LLP|004-02-0014387|5752.94
Department for Transport|HS2 Ltd|30/05/2012|Agency|APA|Reed Employment Plc|004-02-0014752|5978.34
Department for Transport|HS2 Ltd|16/05/2012|Agency|APA|Capita Resourcing Ltd|004-02-0014180|6588
Department for Transport|HS2 Ltd|09/05/2012|Agency|ACH|Morgan Law Partners LLP|004-02-0014045|7797.6
Department for Transport|HS2 Ltd|15/05/2012|Agency|ACI|Matchtech Group UK Limited|019-08-0014151|8193.76
Department for Transport|HS2 Ltd|24/05/2012|Agency|ACI|Synergy Contracts Ltd|004-02-0014489|11620.08
Department for Transport|HS2 Ltd|09/05/2012|Agency|NPA|Green Park Intrim & Executive Search|004-02-0014046|12742.8
Department for Transport|HS2 Ltd|28/05/2012|Agency|NCP|Rowsell Wright Limited|004-02-0014608|14388
Department for Transport|HS2 Ltd|16/05/2012|Agency|NPL|Capita Resourcing Ltd|004-02-0014209|17955
Department for Transport|HS2 Ltd|16/05/2012|Agency|NCD|Genecoe Ltd|004-02-0014186|20160
Department for Transport|HS2 Ltd|16/05/2012|Agency|NCD|Genecoe Ltd|004-02-0014186|25920
Department for Transport|HS2 Ltd|16/05/2012|Agency|NCD|Genecoe Ltd|004-02-0014212|25920
Department for Transport|HS2 Ltd|16/05/2012|Agency|NCD|Genecoe Ltd|004-02-0014212|27360
Department for Transport|HS2 Ltd|23/05/2012|Audit and Financial Advice|GP|Department for Transport|019-08-0014421|24840
Department for Transport|HS2 Ltd|14/05/2012|Blight Consultation Response Analysis|LWM|Dialogue by Design|019-08-0014141|10965
Department for Transport|HS2 Ltd|28/05/2012|Community Forums|LWM|Premier Inn|019-08-0014558|2423.13
Department for Transport|HS2 Ltd|21/05/2012|Consultation|LWM|British Standards Ltd|019-08-0014335|3826.8
Department for Transport|HS2 Ltd|28/05/2012|Consultation|LWM|British Standards Ltd|019-08-0014552|5835
Department for Transport|HS2 Ltd|14/05/2012|Contract - Arup - Lot 2 B/L : Cont 0050|LMH|Ove Arup & Partners Limited|019-08-0014143|137795.82
Department for Transport|HS2 Ltd|23/05/2012|Contract - Arup Environmental Overview Consultant: Cont 250|LWM|Ove Arup & Partners Limited|019-08-0014350|381514.36
Department for Transport|HS2 Ltd|23/05/2012|Contract - Arup Lot 1:contract 220|LWM|Ove Arup & Partners Limited|019-08-0014351|321232.04
Department for Transport|HS2 Ltd|29/05/2012|Contract - Arup: Contract 0024|LWM|Ove Arup & Partners Limited|019-08-0014647|12720
Department for Transport|HS2 Ltd|29/05/2012|Contract - Arup: Contract 0024|LWM|Ove Arup & Partners Limited|019-08-0014647|17198.26
Department for Transport|HS2 Ltd|29/05/2012|Contract - Arup: Contract 0024|LWM|Ove Arup & Partners Limited|019-08-0014647|61560
Department for Transport|HS2 Ltd|28/05/2012|Contract - Atkins : Cont 0028 SYW Variation|SYW|Atkins Limited|019-08-0014556|58342.52
Department for Transport|HS2 Ltd|30/05/2012|Contract - Atkins Lot 1 Country South Design Cont: 222|LWM|Atkins Limited|019-08-0014738|194159.57
Department for Transport|HS2 Ltd|28/05/2012|Contract - Capita Lot1 Country North Design Cont:223|LWM|Capita Resourcing Ltd|019-08-0014560|202499.12
Department for Transport|HS2 Ltd|29/05/2012|Contract - Davis Langdon Cost & Risk : Cont 0069|SYW|Davis Langdon LLP|019-08-0014622|33628.8
Department for Transport|HS2 Ltd|11/05/2012|Contract - John Bates HS2 Model Development : Cont 0075|SYW|John Bates Services|019-08-0014132|2107.14
Department for Transport|HS2 Ltd|23/05/2012|Contract - Lot 3 Birmingham Met Ara cont: 254|LWM|Ove Arup & Partners Limited|019-08-0014352|155593.8
Department for Transport|HS2 Ltd|18/05/2012|Contract - Lot 3 Country North cont: 253|LWM|Atkins Limited|019-08-0014326|58342.52
Department for Transport|HS2 Ltd|28/05/2012|Contract - Lot 3 Country North cont: 253|LWM|Atkins Limited|019-08-0014559|154469.59
Department for Transport|HS2 Ltd|31/05/2012|Contract - Lot 3 Country South cont:252|LWM|Environmental Resources Management Limited|019-08-0014799|195723.7
Department for Transport|HS2 Ltd|21/05/2012|Contract - Mott - Lot 1 London Met Ara Design cont: 221|LWM|Mott Macdonald Limited|019-08-0014336|216849.38
Department for Transport|HS2 Ltd|31/05/2012|Contract - Mott Mcdonald : Cont 0035|LMH|Mott Macdonald Limited|019-08-0014798|9405
Department for Transport|HS2 Ltd|18/05/2012|Contract - Mott Mcdonald : Cont 0035|LMH|Mott Macdonald Limited|019-08-0014327|80287.07
Department for Transport|HS2 Ltd|18/05/2012|Contract - MVA : Cont 0032|LMH|MVA Consultancy Ltd|019-08-0014328|65401.58
Department for Transport|HS2 Ltd|18/05/2012|Contract - MVA : Cont 0032|LMH|MVA Consultancy Ltd|019-08-0014328|174866.91
Department for Transport|HS2 Ltd|23/05/2012|Contract - MVA Consultants : Cont 0054|LWM|MVA Consultancy Ltd|019-08-0014353|86824.8
Department for Transport|HS2 Ltd|29/05/2012|Contract - R Jones  : Cont 0026|SYW|Priory Design  LTD|019-08-0014619|829.28
Department for Transport|HS2 Ltd|24/05/2012|Contract - Rowsell Wright Ltd: Cont 091|SYW|Rowsell Wright Limited|019-08-0014500|27168
Department for Transport|HS2 Ltd|10/05/2012|Contract - Temple Group Ltd : Cont 0049|LMH|Temple Group Ltd|004-08-0014065|277865.77
Department for Transport|HS2 Ltd|30/05/2012|Contract - UKPNS Traction : Cont 0079|SYW|UK Power Networks Services (Commercial) Ltd|019-08-0014733|2745
Department for Transport|HS2 Ltd|30/05/2012|Contract - UKPNS Traction : Cont 0079|SYW|UK Power Networks Services (Commercial) Ltd|019-08-0014734|21583.41
Department for Transport|HS2 Ltd|23/05/2012|Contract -Arup Lot 1 Birmingham Met Area Design Cont: 224|LWM|Ove Arup & Partners Limited|019-08-0014354|106032.67
Department for Transport|HS2 Ltd|29/05/2012|Contract -M-is|LWM|M-is|019-08-0014648|2952
Department for Transport|HS2 Ltd|29/05/2012|Contracts - London and Continental Railways Ltd-Cont 090|LWM|London and Continental Railways Ltd|019-08-0014663|42000
Department for Transport|HS2 Ltd|16/05/2012|Flights|NCD|Genecoe Ltd|004-02-0014186|592.46
Department for Transport|HS2 Ltd|16/05/2012|Flights|NCD|Genecoe Ltd|004-02-0014212|960.78
Department for Transport|HS2 Ltd|16/05/2012|Flights|NCD|Genecoe Ltd|004-02-0014212|1014.78
Department for Transport|HS2 Ltd|10/05/2012|HR Professional Services|GP|Cadence Partners|019-08-0014093|20400
Department for Transport|HS2 Ltd|11/05/2012|IT&T Charges|GP|Photocopiers Direct Ltd|019-08-0014131|612.13
Department for Transport|HS2 Ltd|17/05/2012|IT&T Charges|GP|Bentley Systems UK Limited|019-08-0014279|52085.47
Department for Transport|HS2 Ltd|14/05/2012|Legal Services - Bircham Dyson Bell : Cont 0072|SYW|Bircham Dyson Bell LLP|019-08-0014140|73137.75
Department for Transport|HS2 Ltd|10/05/2012|Property Advice - CBRE Richard Ellis : Cont 011|LWM|CB Richard  Ellis|019-08-0014097|1562.57
Department for Transport|HS2 Ltd|16/05/2012|Property Advice - CBRE Richard Ellis : Cont 011|LWM|CB Richard  Ellis|019-08-0014219|85967.23
Department for Transport|HS2 Ltd|10/05/2012|Property Advice - CBRE Richard Ellis : Cont 011|LWM|CB Richard  Ellis|019-08-0014097|106954.13
Department for Transport|HS2 Ltd|30/05/2012|Property Valuation - Chesterton Humberts : Cont 0052|LWM|Chesterton Humberts|019-08-0014736|1140
Department for Transport|HS2 Ltd|11/05/2012|Property Valuation - Fisher German LLP : Cont 0040|LWM|Fisher German LLP|019-08-0014134|810
Department for Transport|HS2 Ltd|11/05/2012|Property Valuation - Fisher German LLP : Cont 0040|LWM|Fisher German LLP|019-08-0014133|982.8
Department for Transport|HS2 Ltd|11/05/2012|Property Valuation - Highways Agency : Cont 0055|LWM|Highways Agency|019-08-0014130|7270.71
Department for Transport|HS2 Ltd|11/05/2012|Property Valuation - Sheldon Bosley : Cont 0046|LWM|Sheldon Bosley|019-08-0014135|900
Department for Transport|HS2 Ltd|24/05/2012|Room Hire|GP|Land Securities|004-02-0014499|780
Department for Transport|HS2 Ltd||Room Hire|GP||019-03-0014355|780
Department for Transport|HS2 Ltd||Room Hire|GP||019-03-0014785|780
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NPA|Department for Transport|004-02-0014753|624.31
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|APA|Department for Transport|004-02-0014753|660.3
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|ACR|Department for Transport|004-02-0014753|700.81
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|ACR|Department for Transport|004-02-0014754|700.81
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NPH|Department for Transport|004-02-0014754|735
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NPS|Department for Transport|004-02-0014754|1186.09
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NSP|Department for Transport|004-02-0014754|1281.48
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NSP|Department for Transport|004-02-0014753|1281.48
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NPH|Department for Transport|004-02-0014753|1352.77
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NPA|Department for Transport|004-02-0014754|1606.09
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NLM|Department for Transport|004-02-0014753|1948.98
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NLM|Department for Transport|004-02-0014754|1948.98
Department for Transport|HS2 Ltd|30/05/2012|Secondee ERNIC|NSP|Department for Transport|004-02-0014753|2611.45
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|ACF|Department for Transport|004-02-0014753|1866.97
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|ACF|Department for Transport|004-02-0014754|2696.72
Department for Transport|HS2 Ltd|16/05/2012|Secondee Salaries|NPS|Communities and Local Government|004-02-0014184|3300
Department for Transport|HS2 Ltd|16/05/2012|Secondee Salaries|NPS|Communities and Local Government|004-02-0014183|3300
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|APA|Department for Transport|004-02-0014754|3676.45
Department for Transport|HS2 Ltd|16/05/2012|Secondee Salaries|NPS|Home Office|004-02-0014173|3953.7
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPH|Department for Transport|004-02-0014754|4644.6
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPL|Department for Transport|004-02-0014754|4976.4
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPL|Department for Transport|004-02-0014753|4976.4
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPA|Department for Transport|004-02-0014753|6122.21
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|ACR|Department for Transport|004-02-0014753|6676.6
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|ACR|Department for Transport|004-02-0014754|6676.6
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|APA|Department for Transport|004-02-0014753|7900.45
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NSP|Department for Transport|004-02-0014753|10884.38
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NSP|Department for Transport|004-02-0014754|10884.38
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPH|Department for Transport|004-02-0014753|14597.4
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPA|Department for Transport|004-02-0014754|16357.2
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NPS|Department for Transport|004-02-0014754|16852.7
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NLM|Department for Transport|004-02-0014753|18945.4
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NLM|Department for Transport|004-02-0014754|18945.4
Department for Transport|HS2 Ltd|30/05/2012|Secondee Salaries|NSP|Department for Transport|004-02-0014753|28895.29
Department for Transport|HS2 Ltd|16/05/2012|Secondee Superannuation|NPS|Communities and Local Government|004-02-0014184|648.6
Department for Transport|HS2 Ltd|16/05/2012|Secondee Superannuation|NPS|Communities and Local Government|004-02-0014183|648.6
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|APA|Department for Transport|004-02-0014754|691.17
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPH|Department for Transport|004-02-0014754|873.18
Department for Transport|HS2 Ltd|16/05/2012|Secondee Superannuation|NPS|Home Office|004-02-0014173|1013.94
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPL|Department for Transport|004-02-0014754|1084.85
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPL|Department for Transport|004-02-0014753|1084.85
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPA|Department for Transport|004-02-0014753|1138.37
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|ACR|Department for Transport|004-02-0014753|1455.49
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|ACR|Department for Transport|004-02-0014754|1455.49
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|APA|Department for Transport|004-02-0014753|1485.27
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NSP|Department for Transport|004-02-0014753|2644.9
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NSP|Department for Transport|004-02-0014754|2644.9
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPH|Department for Transport|004-02-0014753|3042.88
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPA|Department for Transport|004-02-0014754|3454.98
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NPS|Department for Transport|004-02-0014754|4239.78
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NLM|Department for Transport|004-02-0014753|4354.9
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NLM|Department for Transport|004-02-0014754|4354.9
Department for Transport|HS2 Ltd|30/05/2012|Secondee Superannuation|NSP|Department for Transport|004-02-0014753|6196.69
Department for Transport|HS2 Ltd|14/05/2012|Stationery|GP|Paperstone Ltd|019-08-0014145|512.38
Department for Transport|HS2 Ltd|17/05/2012|Stationery|GP|Paperstone Ltd|019-08-0014275|766.56
Department for Transport|HS2 Ltd|31/05/2012|Stationery|GP|Paperstone Ltd|019-08-0014796|1233
Department for Transport|HS2 Ltd|14/05/2012|Stationery|GP|Paperstone Ltd|019-08-0014144|2071.48
Department for Transport|HS2 Ltd|14/05/2012|Stationery|GP|Paperstone Ltd|019-08-0014146|2155||
Department for Transport|HS2 Ltd|15/05/2012|Survey - Blom Aerofilms ; Cont 097|LWM|Blom Aerofilms Limited|019-08-0014150|14491.3||
Department for Transport|HS2 Ltd|16/05/2012|Training|NTE|The Tavistock Institute of Human Reactions|019-08-0014220|619.2||
Department for Transport|HS2 Ltd|23/05/2012|Training|NPS|SPOCE Project Management Ltd|019-08-0014423|1344||
Department for Transport|HS2 Ltd|16/05/2012|Training|NLM|The Tavistock Institute of Human Reactions|019-08-0014220|1651.2||
Department for Transport|HS2 Ltd|16/05/2012|Training|APA|The Tavistock Institute of Human Reactions|019-08-0014220|2889.6||
Department for Transport|HS2 Ltd|16/05/2012|Training|NPA|The Tavistock Institute of Human Reactions|019-08-0014220|3921.6||
Department for Transport|HS2 Ltd|16/05/2012|Training|NDE|The Tavistock Institute of Human Reactions|019-08-0014220|11558.4||
Department for Transport|HS2 Ltd|28/05/2012|Transport|NLM|Addison Lee|019-08-0014557|1193.88||
Department for Transport|Directly Operated Railways Limited|01/05/2012|Professional services|DOR Head office|SIBIU VENTURES|7|14323.83|Professional Services to DOR for Apr 12 |GU4 7QX
Department for Transport|Directly Operated Railways Limited|01/05/2012|Professional services|DOR Head office|COLEDALE CONSULTING|11-Oct|14978|Professional Services to DOR for Apr 12 |GU22 0JH
Department for Transport|Directly Operated Railways Limited|31/03/2012|Professional services|DOR Head office|Paul Gentleman|10071|1350|DOR Website Updates|SN1 4HH
Department for Transport|Directly Operated Railways Limited|11/04/2012|Recruitment|DOR Head office|Tate|424384|4200|Recruitment of Team Organiser|LU1 3BA
Department for Transport|MCA|01/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|531532|515.72|Own Fleet Fuel Apr 12|SN5 6PS
Department for Transport|MCA|01/05/2012|Fuel/Oil Cg Vehicles|Asset Management|ALLSTAR BUSINESS SOLUTIONS LTD|531534|605.23|Own Fleet Fuel Apr 12|SN5 6PS
Department for Transport|MCA|01/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|531522|3588.45|Planned Works March 12|G72 0FT
Department for Transport|MCA|01/05/2012|M&E Contracts|Asset Management|CARILLION PLANNED MAINTENANCE|531522|2327.43|Planned Works March 12|G72 0FT
Department for Transport|MCA|01/05/2012|Tug: Northern Isles - Sovereig|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|531549|863|Bunker Survey Angliansovereign|IV18 0EH
Department for Transport|MCA|01/05/2012|Tug: Western Isles - Monarch|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|531546|1084.76|Bunker Survey Anglian Monarch|IV18 0EH
Department for Transport|MCA|01/05/2012|Tug: Western Isles - Monarch|Asset Management|J P KNIGHT (LOWESTOFT) Ltd|531546|1536.6|Harbour Dues Anglian Monarch|IV18 0EH
Department for Transport|MCA|01/05/2012|Disposal Expired Pyrotechnics|Asset Management|RAMORA UK|531514|4285.2|Tep From Girvan 25/04/12|PO6 4PY
Department for Transport|MCA|01/05/2012|Disposal Expired Pyrotechnics|Asset Management|RAMORA UK|531515|2413.2|Tep Collection Thames 25/04/12|PO6 4PY
Department for Transport|MCA|02/05/2012|Contract Cleaning|HM Coastguard|A MCCOURT|531493|1230.56|Laundry 2-28/04/12|LL65 2EP
Department for Transport|MCA|02/05/2012|Rates/Cilor (In Lieu Of Rates|Asset Management|ABERDEEN CITY COUNCIL|531484|77402|Non Dom Rates 01/04-31/03/13|AB12 9EW
Department for Transport|MCA|02/05/2012|Rates/Cilor (In Lieu Of Rates|Asset Management|ABERDEEN CITY COUNCIL|531604|2610|Non Dom Rates Apr-Mar 2012|AB12 9EW
Department for Transport|MCA|02/05/2012|Rates/Cilor (In Lieu Of Rates|Asset Management|ABERDEEN CITY COUNCIL|531606|967.5|Non Dom Rates Apr-Mar 2013|AB12 9EW
