DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|243179|588.00
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|243374|931.20
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|243386|984.00
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|243377|501.60
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|243369|537.60
Department for Transport|British Transport Police|24/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|244280|663.76
Department for Transport|British Transport Police|24/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|244274|766.80
Department for Transport|British Transport Police|24/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|NATIONWIDE PROPERTY SOLUTIONS LTD|244373|924.00
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|OAKLAND BUILDING SERVICES LIMITED|243032|27,584.40
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|OAKLAND BUILDING SERVICES LIMITED|243033|39,214.96
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|Ridge & Partners|243044|1,072.50
Department for Transport|British Transport Police|17/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|THE OFFICE FURNITURE CO LTD|243770|7,329.60
Department for Transport|British Transport Police|10/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|Tocanos Ltd t/a Arc Electrical|243175|1,196.57
Department for Transport|British Transport Police|17/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|Tocanos Ltd t/a Arc Electrical|243825|1,327.74
Department for Transport|British Transport Police|24/06/2011|FORCEWIDE MAINTENANCE|ADHOC MTCE- BUILDINGS|VOLERO CONTRACT LTD|244518|1,411.20
Department for Transport|British Transport Police|10/06/2011|FHQ POLICE AUTHORITY|ADVERTISING- EMPLOYEES|GATENBYSANDERSON LIMITED|243103|9,036.00
Department for Transport|British Transport Police|24/06/2011|HR RECRUITMENT BC BIRMINGHAM|ADVERTISING- EMPLOYEES|KEY PEOPLE LTD|244439|5,477.51
Department for Transport|British Transport Police|24/06/2011|HR RECRUITMENT BC BIRMINGHAM|ADVERTISING- EMPLOYEES|KEY PEOPLE LTD|244442|3,286.50
Department for Transport|British Transport Police|24/06/2011|HR RECRUITMENT BC BIRMINGHAM|ADVERTISING- EMPLOYEES|KEY PEOPLE LTD|244440|5,472.00
Department for Transport|British Transport Police|03/06/2011|HR BUSINESS CENTRE(BIRMINGHAM)|ADVERTISING- EMPLOYEES|TMP (UK) Ltd|239964|4,170.52
Department for Transport|British Transport Police|17/06/2011|HR BUSINESS CENTRE(BIRMINGHAM)|ADVERTISING- EMPLOYEES|TMP (UK) Ltd|243679|1,073.63
Department for Transport|British Transport Police|24/06/2011|CORPORATE FINANCE|ADVERTISING- EMPLOYEES|TMP (UK) Ltd|241076|2,944.80
Department for Transport|British Transport Police|24/06/2011|HR RECRUITMENT BC BIRMINGHAM|ADVERTISING- EMPLOYEES|TMP (UK) Ltd|244473|566.57
Department for Transport|British Transport Police|24/06/2011|HR RECRUITMENT BC BIRMINGHAM|ADVERTISING- EMPLOYEES|TMP (UK) Ltd|244539|1,030.68
Department for Transport|British Transport Police|03/06/2011|HR BUSINESS CENTRE(BIRMINGHAM)|ADVERTISING GENERAL|TMP (UK) Ltd|239962|7,144.33
Department for Transport|British Transport Police|17/06/2011|HR BUSINESS CENTRE(BIRMINGHAM)|ADVERTISING GENERAL|TMP (UK) Ltd|243937|6,620.80
Department for Transport|British Transport Police|24/06/2011|LN CUSTODY|BUILDING RENTAL|BNP Paribas Real Estate Clients Account|243046|63,945.20
Department for Transport|British Transport Police|24/06/2011|WN CARDIFF STAFF COSTS|BUILDING RENTAL|BNP Paribas Real Estate Clients Account|243813|109,855.38
Department for Transport|British Transport Police|03/06/2011|NW AREA COMMAND|BUILDING RENTAL|BRUNTWOOD 2000 ALPHA PORTFOLIO LTD|242490|24,753.00
Department for Transport|British Transport Police|10/06/2011|NE AREA COMMAND|BUILDING RENTAL|BRUNTWOOD 2000 ALPHA PORTFOLIO LTD|242480|60,733.20
Department for Transport|British Transport Police|10/06/2011|LN L'POOL ST STAFF COSTS|BUILDING RENTAL|CORPORATION OF LONDON|243417|10,150.00
Department for Transport|British Transport Police|17/06/2011|FHQ FACILITIES|BUILDING RENTAL|Deauville Securites Ltd|242809|220,307.24
Department for Transport|British Transport Police|24/06/2011|LS CROYDON STAFF COSTS|BUILDING RENTAL|DEEP KLEEN SERVICES|244450|555.38
Department for Transport|British Transport Police|17/06/2011|PDU CAMDEN ROAD|BUILDING RENTAL|Elebro Limited|243811|85,500.00
Department for Transport|British Transport Police|10/06/2011|LN READING STAFF COSTS|BUILDING RENTAL|FIRST GREAT WESTERN LINK LTD|243092|4,862.10
Department for Transport|British Transport Police|24/06/2011|WN BRISTOL T M STAFF COSTS|BUILDING RENTAL|FIRST GREAT WESTERN LINK LTD|243821|6,780.00
Department for Transport|British Transport Police|24/06/2011|WN PLYMOUTH STAFF COSTS|BUILDING RENTAL|FIRST GREAT WESTERN LINK LTD|243816|2,505.00
Department for Transport|British Transport Police|24/06/2011|WN GLOUCESTER STAFF COSTS|BUILDING RENTAL|FIRST GREAT WESTERN LINK LTD|243818|601.50
Department for Transport|British Transport Police|24/06/2011|WN EXETER STAFF COSTS|BUILDING RENTAL|FIRST GREAT WESTERN LINK LTD|243815|2,520.00
Department for Transport|British Transport Police|24/06/2011|WN TRURO STAFF COSTS|BUILDING RENTAL|FIRST GREAT WESTERN LINK LTD|243820|750.00
Department for Transport|British Transport Police|10/06/2011|NE M'BROUGH STAFF COSTS|BUILDING RENTAL|FIRST KEOLIS TRANSPENNINE LTD|243186|1,261.80
Department for Transport|British Transport Police|10/06/2011|NE HULL STAFF COSTS|BUILDING RENTAL|FIRST KEOLIS TRANSPENNINE LTD|243187|3,600.00
Department for Transport|British Transport Police|17/06/2011|SPRING HOUSE|BUILDING RENTAL|FOLGATE ESTATES LTD|243754|91,735.00
Department for Transport|British Transport Police|10/06/2011|NE LEICESTER|BUILDING RENTAL|GVA GRIMLEY|243393|3,300.00
Department for Transport|British Transport Police|17/06/2011|CRIME RECORDING CENTRE|BUILDING RENTAL|HEYWOOD & PARTNERS|243047|13,092.00
Department for Transport|British Transport Police|17/06/2011|PROFESSIONAL STANDARDS  YORK|BUILDING RENTAL|Hill Woolhouse Property Management|243928|7,950.00
Department for Transport|British Transport Police|17/06/2011|LS CROYDON STAFF COSTS|BUILDING RENTAL|JONES LANG LASALLE|243926|21,634.20
Department for Transport|British Transport Police|03/06/2011|LN MILTON KEYNES STAFF COSTS|BUILDING RENTAL|KIRKBY & DIAMOND|242736|4,000.00
Department for Transport|British Transport Police|10/06/2011|NE METRO TRANSPORT SYSTEMS|BUILDING RENTAL|LAMBERT SMITH HAMPTON|242483|840.00
Department for Transport|British Transport Police|10/06/2011|NE YORK STAFF COSTS|BUILDING RENTAL|LAMBERT SMITH HAMPTON|242482|6,300.00
Department for Transport|British Transport Police|10/06/2011|NE DARLINGTON STAFF COSTS|BUILDING RENTAL|LAMBERT SMITH HAMPTON|242481|3,120.00
Department for Transport|British Transport Police|24/06/2011|WN SWANSEA STAFF COSTS|BUILDING RENTAL|LAMBERT SMITH HAMPTON|243824|2,325.00
Department for Transport|British Transport Police|10/06/2011|LS AREA COMMAND|BUILDING RENTAL|LONDON BRIDGE HOTEL LIMITED|243355|63,154.80
Department for Transport|British Transport Police|03/06/2011|LN FINANCE|BUILDING RENTAL|MEIR UZAN, MARC LEE & ADAM LEE PARTNERSHIP|242737|103,500.00
Department for Transport|British Transport Police|10/06/2011|LN EUSTON STAFF COSTS|BUILDING RENTAL|NETWORK RAIL|243278|13,185.00
Department for Transport|British Transport Police|10/06/2011|LN L'POOL ST STAFF COSTS|BUILDING RENTAL|NETWORK RAIL|243260|3,390.00
Department for Transport|British Transport Police|10/06/2011|LN PADDINGTON STAFF COSTS|BUILDING RENTAL|NETWORK RAIL|243091|13,062.00
Department for Transport|British Transport Police|10/06/2011|LN KINGS CROSS STAFF COSTS|BUILDING RENTAL|NETWORK RAIL|243090|19,200.00
Department for Transport|British Transport Police|24/06/2011|EBURY BRIDGE|BUILDING RENTAL|NETWORK RAIL|244009|81,130.80
Department for Transport|British Transport Police|24/06/2011|WN BIRMINGHAM STAFF COSTS|BUILDING RENTAL|NETWORK RAIL|243823|13,500.00
Department for Transport|British Transport Police|24/06/2011|NE NOTTINGHAM|BUILDING RENTAL|NETWORK RAIL|242485|10,350.00
Department for Transport|British Transport Police|24/06/2011|NE ADMIN OF JUSTICE|BUILDING RENTAL|NETWORK RAIL|242488|5,443.20
Department for Transport|British Transport Police|24/06/2011|NE NEWCASTLE STAFF COSTS|BUILDING RENTAL|NETWORK RAIL|242487|12,000.00
Department for Transport|British Transport Police|10/06/2011|LS SOUTHAMPTON STAFF COSTS|BUILDING RENTAL|SANDERSON WEATHERALL CLIENT PREMIUM A/C|243351|12,340.80
Department for Transport|British Transport Police|03/06/2011|FHQ POLICE AUTHORITY|BUILDING RENTAL|THREADNEEDLE INVESTMENTS/ZURICH ASSURANCE LTD|236198|-2,422.64
Department for Transport|British Transport Police|03/06/2011|FHQ POLICE AUTHORITY|BUILDING RENTAL|THREADNEEDLE INVESTMENTS/ZURICH ASSURANCE LTD|236197|-1,211.32
Department for Transport|British Transport Police|03/06/2011|FHQ POLICE AUTHORITY|BUILDING RENTAL|THREADNEEDLE INVESTMENTS/ZURICH ASSURANCE LTD|237930|808.46
Department for Transport|British Transport Police|03/06/2011|FHQ POLICE AUTHORITY|BUILDING RENTAL|THREADNEEDLE INVESTMENTS/ZURICH ASSURANCE LTD|242767|19,487.10
Department for Transport|British Transport Police|10/06/2011|NE DERBY|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|239495|-2,081.96
Department for Transport|British Transport Police|10/06/2011|NE DERBY|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|240999|3,590.76
Department for Transport|British Transport Police|10/06/2011|LS BOURNEMOUTH STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243345|2,400.00
Department for Transport|British Transport Police|10/06/2011|LS CLAPHAM JUNCTION NPT|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243346|900.00
Department for Transport|British Transport Police|10/06/2011|LS GUILDFORD STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243348|2,010.00
Department for Transport|British Transport Police|10/06/2011|LS PORTSMOUTH STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243349|2,205.00
Department for Transport|British Transport Police|10/06/2011|LS BRIGHTON STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243350|4,875.00
Department for Transport|British Transport Police|17/06/2011|NE LEICESTER|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243922|1,638.90
Department for Transport|British Transport Police|17/06/2011|NE LINCOLN STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243921|1,200.00
Department for Transport|British Transport Police|17/06/2011|NE SHEFFIELD STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243923|4,290.00
Department for Transport|British Transport Police|24/06/2011|NW CARLISLE STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243973|1,455.00
Department for Transport|British Transport Police|24/06/2011|NW CREWE STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243965|7,320.00
Department for Transport|British Transport Police|24/06/2011|NW LANCASTER STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243967|675.00
Department for Transport|British Transport Police|24/06/2011|NW PRESTON STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243970|1,669.50
Department for Transport|British Transport Police|24/06/2011|NW STOKE STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243971|615.00
Department for Transport|British Transport Police|24/06/2011|NW WIGAN STAFF COSTS|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|243972|645.00
Department for Transport|British Transport Police|24/06/2011|NE DERBY|BUILDING RENTAL|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|244335|2,366.40
Department for Transport|British Transport Police|10/06/2011|SC DALMUIR STAFF COSTS|BUILDING RENTAL|WERNICK HIRE LTD|242866|669.60
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239922|541.25
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239928|541.25
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239929|541.25
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239983|541.25
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239982|541.25
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239984|541.25
Department for Transport|British Transport Police|03/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239976|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239979|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239980|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239981|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239977|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239968|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239969|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239971|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239972|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239973|541.25
Department for Transport|British Transport Police|17/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239975|541.25
Department for Transport|British Transport Police|24/06/2011|FHQ AXIS FACILITIES|BUSINESS RATES|BIRMINGHAM CITY COUNCIL|239978|541.25
Department for Transport|British Transport Police|10/06/2011|CRIME RECORDING CENTRE|BUSINESS RATES|Director Of Financial Services|241738|26,964.00
Department for Transport|British Transport Police|10/06/2011|SC GLASGOW STAFF COSTS|BUSINESS RATES|GLASGOW CITY COUNCIL - NDR|242835|1,075.65
Department for Transport|British Transport Police|24/06/2011|SC GLASGOW STAFF COSTS|BUSINESS RATES|GLASGOW CITY COUNCIL - NDR|244510|21,325.25
Department for Transport|British Transport Police|17/06/2011|CRIME RECORDING CENTRE|BUSINESS RATES|HEYWOOD & PARTNERS|243047|6,922.00
Department for Transport|British Transport Police|17/06/2011|N/West Custody Suites|BUSINESS RATES|LIVERPOOL CITY COUNCIL|243794|2,827.62
Department for Transport|British Transport Police|17/06/2011|N/West Custody Suites|BUSINESS RATES|LIVERPOOL CITY COUNCIL|243793|2,518.20
Department for Transport|British Transport Police|03/06/2011|NW ADMIN OF JUSTICE|CARRIAGE|David Horn Communications|242491|13.20
Department for Transport|British Transport Police|17/06/2011|FORCE BALANCE SHEET (EXCL.FAR)|CASH SEIZURES UNDER 1,000|HMCTS|23300|915.00
Department for Transport|British Transport Police|03/06/2011|LN SOUTHEND STAFF COSTS|CATERING COSTS|FIRST BITE|240935|695.00
Department for Transport|British Transport Police|10/06/2011|LS AREA COMMAND|CATERING COSTS|MONSTER FOODS LIMITED|232294|776.52
Department for Transport|British Transport Police|10/06/2011|LN AREA COMMAND|CEREMONIES|Sterling Press|243281|832.80
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM  - HANDLING FEE|MARIEL IRVINE SOLICITORS|243282|5,799.60
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - EMPLOYER LIABILITY|MARIEL IRVINE SOLICITORS|242437|2,318.70
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - EMPLOYER LIABILITY|MARIEL IRVINE SOLICITORS|242440|502.20
Department for Transport|British Transport Police|03/06/2011|FHQ LEGAL ADVISORY SUPPORT|CLAIM - EMPLOYMENT TRIBUNALS|BRITISH TRANSPORT POLICE FEDERATION|242877|1,000.00
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - MOTOR VEH LIABILITY|ADMIRAL INSURANCE|23067|652.31
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - PUBLIC LIABILITY|LEGAL SERVICES IN THE COMMUNITY LTD|23196|1,000.00
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - PUBLIC LIABILITY|LEGAL SERVICES IN THE COMMUNITY LTD|23197|2,400.00
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - PUBLIC LIABILITY|MARIEL IRVINE SOLICITORS|242433|2,645.40
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - PUBLIC LIABILITY|MARIEL IRVINE SOLICITORS|242435|4,858.20
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - PUBLIC LIABILITY|MARIEL IRVINE SOLICITORS|242441|3,025.65
Department for Transport|British Transport Police|10/06/2011|CORPORATE RISK TEAM|CLAIM - PUBLIC LIABILITY|MARIEL IRVINE SOLICITORS|242444|1,441.80
Department for Transport|British Transport Police|17/06/2011|WN BIRMINGHAM STAFF COSTS|CLEANING CONTRACT- BUILDINGS|ADEPT CLEANING SERVICES LTD|243733|953.43
Department for Transport|British Transport Police|17/06/2011|WN SUPPORT SERVICES|CLEANING CONTRACT- BUILDINGS|ADEPT CLEANING SERVICES LTD|243733|953.41
Department for Transport|British Transport Police|24/06/2011|FHQ AXIS FACILITIES|CLEANING CONTRACT- BUILDINGS|ADEPT CLEANING SERVICES LTD|244233|2,416.58
Department for Transport|British Transport Police|24/06/2011|FHQ AXIS FACILITIES|CLEANING CONTRACT- BUILDINGS|ADEPT CLEANING SERVICES LTD|244234|504.76
Department for Transport|British Transport Police|24/06/2011|LS FINANCE|CLEANING CONTRACT- BUILDINGS|DEEP KLEEN SERVICES|244448|2,439.30
Department for Transport|British Transport Police|24/06/2011|LS INNER LONDON TEAM 5|CLEANING CONTRACT- BUILDINGS|DEEP KLEEN SERVICES|244451|2,050.86
Department for Transport|British Transport Police|10/06/2011|NE NOTTINGHAM|CLEANING CONTRACT- BUILDINGS|Hands Cleaners Ltd|243299|947.14
Department for Transport|British Transport Police|10/06/2011|NE LEICESTER|CLEANING CONTRACT- BUILDINGS|Hands Cleaners Ltd|243300|807.32
Department for Transport|British Transport Police|10/06/2011|NE DERBY|CLEANING CONTRACT- BUILDINGS|Hands Cleaners Ltd|243301|582.40
Department for Transport|British Transport Police|03/06/2011|LN CUSTODY|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|242356|1,512.00
Department for Transport|British Transport Police|24/06/2011|LN FINANCE|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243978|1,497.65
Department for Transport|British Transport Police|24/06/2011|LN EBBSFLEET|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243978|309.60
Department for Transport|British Transport Police|24/06/2011|LN ST PANCRAS STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243978|321.50
Department for Transport|British Transport Police|24/06/2011|LN KINGS CROSS STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243978|1,006.13
Department for Transport|British Transport Police|24/06/2011|LN LONDON MAYORS SUBURBAN TEAM|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243978|216.00
Department for Transport|British Transport Police|24/06/2011|LN EUSTON STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243978|515.28
Department for Transport|British Transport Police|24/06/2011|LN OUTER LONDON CID|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|445.54
Department for Transport|British Transport Police|24/06/2011|LN CAMBRIDGE STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|279.70
Department for Transport|British Transport Police|24/06/2011|LN NORWICH STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|311.86
Department for Transport|British Transport Police|24/06/2011|LN L'POOL ST STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|326.40
Department for Transport|British Transport Police|24/06/2011|LN SOUTHEND STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|417.60
Department for Transport|British Transport Police|24/06/2011|LN IPSWICH STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|519.84
Department for Transport|British Transport Police|24/06/2011|LN PETERBOROUGH STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|492.67
Department for Transport|British Transport Police|24/06/2011|LN LONDON MAYORS SUBURBAN TEAM|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|345.60
Department for Transport|British Transport Police|24/06/2011|LN PADDINGTON STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|528.53
Department for Transport|British Transport Police|24/06/2011|LN READING STAFF COSTS|CLEANING CONTRACT- BUILDINGS|Mayfield Cleaning Contractors|243979|576.00
