DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|GCDA|07.03.12|Repair works|W/Shop|Automotive Callibration Ltd|77424| 648.00 || GU19 4AT
Department for Transport|GCDA|07.03.12|Vehicle Maint|W/Shop|Independent Mercedes & BMW Speciali|77383| 688.51 || EH54 5DE
Department for Transport|GCDA|07.03.12|Fuel|W/Shop|ARVAL PHH Business Solutions|77405| 14,056.41 || SN5 6PE
Department for Transport|GCDA|07.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77372| 675.60 || EC4R 2ST
Department for Transport|GCDA|07.03.12|Agy Drivers|Govt Mail|Driver Hire Bradford Ltd|77380| 4,302.92 || G2 5ER
Department for Transport|GCDA|07.03.12|Agy Drivers|Govt Mail|Driver Hire Trading Ltd|77381| 720.96 || SW20 8LX
Department for Transport|GCDA|07.03.12|Courier Service|Govt Mail|Royal Mail -  (Cab Office)|77363| 5,695.74 || PE4 5PG
Department for Transport|GCDA|07.03.12|Courier Service|Govt Mail|JC Couriers Ltd|77360| 2,120.88 || PE2 6UP
Department for Transport|GCDA|07.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77377| 641.82 || EC4R 2ST
Department for Transport|GCDA|07.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77378| 641.82 || EC4R 2ST
Department for Transport|GCDA|07.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77371| 675.60 || EC4R 2ST
Department for Transport|GCDA|07.03.12|Tender Evaluation|Facilities|Quincey Mason Practices Ltd|77364| 1,229.46 || NN6 9DS
Department for Transport|GCDA|07.03.12|Fuel|Govt Mail|ARVAL PHH Business Solutions|77433| 24,452.77 || SN5 6PE
Department for Transport|GCDA|09.03.12|Vehicle hire|Operation|Network Logistics UK Ltd|77297| 1,980.78 || RH16 3BY
Department for Transport|GCDA|09.03.12|Vehicle hire|Operation|Network Logistics UK Ltd|77385| 871.80 || RH16 3BY
Department for Transport|GCDA|09.03.12|Vehicle hire|Operation|Network Logistics UK Ltd|77207| 2,486.89 || RH16 3BY
Department for Transport|GCDA|09.03.12|Congestion Chrg|Operation|Transport for London|77438| 5,171.00 || SE10 1AP
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Excel Group Services Ltd|77427| 4,838.11 || E14 3RY
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77480| 3,203.91 || B18 5AN
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77481| 1,020.00 || B18 5AN
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|JC Couriers Ltd|77419| 2,120.88 || PE2 6UP
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Swift  Despatch Ltd|77412| 706.61 || L3 7HJ
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Swift  Despatch Ltd|77413| 3,351.60 || L3 7HJ
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Swift  Despatch Ltd|77411| 1,512.00 || L3 7HJ
Department for Transport|GCDA|09.03.12|Congestion Chrg|Govt Mail|Transport for London|77437| 4,011.00 || SE10 1AP
Department for Transport|GCDA|09.03.12|Courier Service|Regional+|Mach 1 Couriers Ltd|77409| 625.30 || WC1N 2LA
Department for Transport|GCDA|09.03.12|Courier Service|Regional+|JC Couriers Ltd|77420| 916.96 || PE2 6UP
Department for Transport|GCDA|09.03.12|Courier Service|Regional+|Eagle Couriers (Scotland) Ltd|77429| 601.26 || G4 0LF
Department for Transport|GCDA|09.03.12|Courier Service|Regional+|Point to Point|77454| 33,766.15 || W10 6AU
Department for Transport|GCDA|09.03.12|Courier Service|Regional+|Network Logistics UK Ltd|77386| 1,826.51 || RH16 3BY
Department for Transport|GCDA|09.03.12|Courier Service|Regional+|Swift  Despatch Ltd|77416| 1,879.84 || L3 7HJ
Department for Transport|GCDA|09.03.12|Repair works|W/Shop|KE Autospray|77337| 6,048.01 || CR0 2XJ
Department for Transport|GCDA|09.03.12|Fuel|W/Shop|ARVAL PHH Business Solutions|77483| 1,427.82 || SN5 6PE
Department for Transport|GCDA|09.03.12|Payroll Service|Finance|Logica IT Services UK Limited|77418| 1,236.40 || CF31 9AP
Department for Transport|GCDA|09.03.12|Agy Staff|Finance|Morgan Hunt Ltd|77434| 7,200.00 || WC2B 5QR
Department for Transport|GCDA|09.03.12|Training|POD|Highway Agency|77484| 1,432.00 ||B1 1RN
Department for Transport|GCDA|09.03.12|Electricity Chrg|Facilities|EDF Energy|77441| 7,142.18 || PL3 5XQ
Department for Transport|GCDA|09.03.12|Rent Chrg|Facilities|Bradford Chambers of Commerce|77422| 733.20 || BD4 8NW
Department for Transport|GCDA|09.03.12|Agy Drivers|Govt Mail|Randstad Employment Bureau Ltd|77452| 3,513.53 || RG14 1LA
Department for Transport|GCDA|09.03.12|Courier Service|Govt Mail|Point to Point|77408| 2,506.14 || W10 6AU
Department for Transport|GCDA|09.03.12|Agy Staff|Finance|Morgan Hunt Ltd|77367| 981.89 || WC2B 5QR
Department for Transport|GCDA|09.03.12|Rent Chrg|Facilities|CPBIGWOOD|77470| 2,625.00 || B3 1JJ
Department for Transport|GCDA|09.03.12|Cleaning Service|Facilities|Lancaster Office Cleaning Co.|77488| 2,214.11 || BR2 6HE
Department for Transport|GCDA|09.03.12|Payroll Service|Finance|Advanced Business Solutions|77291| 15,746.22 || KT11 1TF
Department for Transport|GCDA|15.03.12|Vehicle hire|Operation|Kelly Executive|77461| 4,129.20 || TW13 7QD
Department for Transport|GCDA|15.03.12|Vehicle hire|Operation|Network Logistics UK Ltd|77512| 3,277.40 || RH16 3BY
Department for Transport|GCDA|15.03.12|Vehicle hire|Operation|Network Logistics UK Ltd|77533| 3,219.60 || RH16 3BY
Department for Transport|GCDA|15.03.12|Courier Service|Govt Mail|JC Couriers Ltd|77509| 1,272.53 || PE2 6UP
Department for Transport|GCDA|15.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77473| 2,975.12 || B18 5AN
Department for Transport|GCDA|15.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77495| 675.60 || EC4R 2ST
Department for Transport|GCDA|15.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77493| 647.60 || EC4R 2ST
Department for Transport|GCDA|15.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77499| 641.82 || EC4R 2ST
Department for Transport|GCDA|15.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77497| 641.82 || EC4R 2ST
Department for Transport|GCDA|15.03.12|Courier Service|Regional+|Network Logistics UK Ltd|77503| 1,697.80 || RH16 3BY
Department for Transport|GCDA|15.03.12|Legal Fees|POD|The Treasury Solicitors|77521| 2,065.80 || WC2B 4TS
Department for Transport|GCDA|15.03.12|Office Cleaning|Facilities|Lancaster Office Cleaning Co.|77445| 1,014.91 || BR2 6HE
Department for Transport|GCDA|15.03.12|Security Serv|Facilities|ETDE FM|77450| 35,033.61 ||BN1 1HG
Department for Transport|GCDA|15.03.12|Stationery|Facilities| Supplies Team|77446| 1,650.69 || S9 1XU
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77566| 1,478.40 || TW20 8RX
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77567| 1,425.60 || TW20 8RX
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77568| 1,478.40 || TW20 8RX
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77561| 1,478.40 || TW20 8RX
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77562| 1,478.40 || TW20 8RX
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77563| 1,478.40 || TW20 8RX
Department for Transport|GCDA|15.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77564| 1,498.40 || TW20 8RX
Department for Transport|GCDA|15.03.12|Repair works|W/Shop|Vauxhall FSP Service Centre|77559| 4,262.79 || CM2 5TH
Department for Transport|GCDA|15.03.12|Repair works|W/Shop|ATS Euromaster Limited|77558| 5,314.74 || B6 5TW
Department for Transport|GCDA|15.03.12|Parts|W/Shop|Goodyear Dunlop Tyres UK Ltd|77557| 3,577.43 || B24 9HY
Department for Transport|GCDA|15.03.12|Fuel|W/Shop| Allstar Business Solutions|77556| 4,358.68 || SN5 6PS
Department for Transport|GCDA|15.03.12|Boiler repairs|Facilities|DMA Maintenance|77542| 3,576.18 || ME8 0NZ
Department for Transport|GCDA|15.03.12|Parts|Facilities|Budd Electrical|77538| 685.18 || CFD4 4XP
Department for Transport|GCDA|15.03.12|Security Service|Facilities|Special Services Group|77523| 2,159.13 || SN5 7XQ
Department for Transport|GCDA|15.03.12|Lounge food|Facilities|Madeira Patisserie Ltd|77502| 624.00 || SE1 7TL
Department for Transport|GCDA|15.03.12|Agy Drivers|Govt Mail|Randstad Employment Bureau Ltd|77524| 3,513.53 || RG14 1LA
Department for Transport|GCDA|15.03.12|Courier Service|Govt Mail|JC Couriers Ltd|77516| 848.35 || PE2 6UP
Department for Transport|GCDA|15.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77544| 3,203.91 || B18 5AN
Department for Transport|GCDA|15.03.12|Courier Service|Govt Mail|Point to Point|77407| 27,194.74 || W10 6AU
Department for Transport|GCDA|15.03.12|Congestion Chrg|Govt Mail|Transport for London|76246| 3,865.00 || SE10 1AP
Department for Transport|GCDA|15.03.12|Agy Drivers|Govt Mail|Driver Hire Bradford Ltd|77527| 4,348.15 || G2 5ER
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Wallington Cars & Couriers Ltd|77570| 1,665.00 || SM6 8RG
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Swift  Despatch Ltd|77578| 1,242.00 || L3 7HJ
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Network Logistics UK Ltd|77596| 1,643.78 || RH16 3BY
Department for Transport|GCDA|21.03.12|Agy Drivers|Govt Mail|Driver Hire Bradford Ltd|77605| 4,428.53 || G2 5ER
Department for Transport|GCDA|21.03.12|Agy Drivers|Govt Mail|Driver Hire Trading Ltd|77604| 726.60 || SW20 8LX
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77621| 3,365.69 || B18 5AN
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77623| 1,020.00 || B18 5AN
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Wallington Cars & Couriers Ltd|77611| 1,768.66 || SM6 8RG
Department for Transport|GCDA|21.03.12|Courier Service|Govt Mail|Randstad Employment Bureau Ltd|77606| 2,628.30 || RG14 1LA
Department for Transport|GCDA|21.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77585| 675.60 || EC4R 2ST
Department for Transport|GCDA|21.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77586| 675.60 || EC4R 2ST
Department for Transport|GCDA|21.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77588| 635.51 || EC4R 2ST
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Eagle Couriers (Scotland) Ltd|77583| 684.00 || G4 0LF
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Network Logistics UK Ltd|77598| 2,555.64 || RH16 3BY
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|UK Express Couriers Ltd|77576| 940.46 || LS28 7RZ
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Swift  Despatch Ltd|77577| 2,378.15 ||EC2Y 5EA
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|UK Express Couriers Ltd|77576| 940.46 || LS28 7RZ
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Swift  Despatch Ltd|77577| 2,378.15 || L3 7HJ
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Wallington Cars & Couriers Ltd|77444| 4,171.96 || SM6 8RG
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Priority Express (Couriers) Ltd|77602| 705.22 || CF5 6XJ
Department for Transport|GCDA|21.03.12|Parts|W/Shop|Inchcape Battersea|77643| 834.84 || SW8 4AH
Department for Transport|GCDA|21.03.12|Parts|W/Shop|ACP Services|77603| 699.93 || ST21 6JL
Department for Transport|GCDA|21.03.12|Vehicle hire lease|W/Shop|Ryder  Plc|77465| 600.00 || SK16 4UL
Department for Transport|GCDA|21.03.12|Contract Veh. Hire|W/Shop|Fraikin Limited|77165| 1,703.35 || CV4 8HX
Department for Transport|GCDA|21.03.12|Contract Veh. Hire|W/Shop|Fraikin Limited|77163| 5,209.73 || CV4 8HX
Department for Transport|GCDA|21.03.12|Contract Veh. Hire|W/Shop|Fraikin Limited|77164| 1,106.35 || CV4 8HX
Department for Transport|GCDA|21.03.12|Contract Veh. Hire|W/Shop|Fraikin Limited|77530| 5,213.58 || CV4 8HX
Department for Transport|GCDA|21.03.12|Contract Veh. Hire|W/Shop|Fraikin Limited|77531| 1,106.35 || CV4 8HX
Department for Transport|GCDA|21.03.12|Contract Veh. Hire|W/Shop|Fraikin Limited|77532| 1,703.35 || CV4 8HX
Department for Transport|GCDA|21.03.12|Training Chrg|POD| Ashbourne|77642| 11,836.80 ||EC3R 7QQ
Department for Transport|GCDA|21.03.12|Repair works|W/Shop|Vauxhall FSP Service Centre|77574| 4,362.79 || CM2 5TH
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Goldstar Courier|77614| 1,222.32 || NE21 5TX
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Goldstar Courier|77607| 1,030.97 || NE21 5TX
Department for Transport|GCDA|21.03.12|Courier Service|Regional+|Goldstar Courier|77627| 1,001.88 || NE21 5TX
Department for Transport|GCDA|21.03.12|Sprinkler Service|Facilities|Hall & Kay Fire Engineering|77629| 2,501.32 || B32 3BU
Department for Transport|GCDA|27.03.12|Parts|W/Shop|Professional Auto Centre Ltd|77654| 641.02 || SW8 1RY
Department for Transport|GCDA|27.03.12|Vehicle lease|W/Shop|The Colt Car Company Ltd|77613| 1,409.60 || GL7 1LF
Department for Transport|GCDA|27.03.12|Water Chrges|Facilities|Thames Water|77617| 879.13 || SN2 6FX
Department for Transport|GCDA|27.03.12|Cleaning Service|Facilities|Lancaster Office Cleaning Co.|77618| 2,001.83 || BR2 6HE
Department for Transport|GCDA|27.03.12|Contract Chrg|Facilities|DMA Maintenance|77599| 2,413.97 || ME8 0NZ
Department for Transport|GCDA|27.03.12|Agy Staff|Finance|Morgan Hunt Ltd|77580| 736.42 || WC2B 5QR
Department for Transport|GCDA|27.03.12|Agy Staff|Finance|VennGroup Recruitment Solutions|77681| 1,125.00 || WC2R 0AA
Department for Transport|GCDA|27.03.12|Gas supply|Facilities|Corona Energy|77680| 8,739.56 || WD17 1JW
Department for Transport|GCDA|27.03.12|Gas supply|Facilities|Corona Energy|77679| 8,229.44 || WD17 1JW
Department for Transport|GCDA|27.03.12|Gas supply|Facilities|Corona Energy|77678| 7,950.30 || WD17 1JW
Department for Transport|GCDA|27.03.12|Gas supply|Facilities|Corona Energy|77677| 7,526.80 || WD17 1JW
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Driver Hire Trading Ltd|77690| 810.50 || SW20 8LX
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77665| 641.82 || EC4R 2ST
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77657| 653.82 || EC4R 2ST
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77659| 675.60 || EC4R 2ST
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Roberts Knight  Ltd|77660| 675.60 || EC4R 2ST
Department for Transport|GCDA|27.03.12|Courier Service|Govt Mail|Swift  Despatch Ltd|77652| 918.00 || L3 7HJ
Department for Transport|GCDA|27.03.12|Courier Service|Govt Mail|JC Couriers Ltd|77655| 2,120.88 || PE2 6UP
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Driver Hire Bradford Ltd|77672| 4,080.16 || G2 5ER
Department for Transport|GCDA|27.03.12|Diesel Supply|Govt Mail| Harvest Energy Limited|77650| 14,023.20 || W1G 0PU
Department for Transport|GCDA|27.03.12|Agy Drivers|Govt Mail|Randstad Employment Bureau Ltd|77689| 3,513.53 || RG14 1LA
Department for Transport|GCDA|27.03.12|Courier Service|Regional+|Network Logistics UK Ltd|77669| 2,057.28 || RH16 3BY
Department for Transport|GCDA|27.03.12|Repair works|W/Shop|Cumbria Constabulary|77705| 845.83 || CA10 2AU
Department for Transport|GCDA|27.03.12|Repair works|W/Shop|Cumbria Constabulary|77704| 701.46 || CA10 2AU
Department for Transport|GCDA|27.03.12|Vehicle rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77699| 970.40 || TW20 8RX
Department for Transport|GCDA|27.03.12|Training Chrg|W/Shop|Toyota (GB) Ltd|77698| 1,410.00 || KT18 5UX
Department for Transport|GCDA|27.03.12|Payroll Service|Finance|Logica IT Services UK Limited|77695| 758.59 || CF31 9AP
Department for Transport|GCDA|27.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77700| 1,498.40 || TW20 8RX
Department for Transport|GCDA|27.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77701| 1,498.40 || TW20 8RX
Department for Transport|GCDA|27.03.12|Vehicle Rental|W/Shop|Enterprise Rent-A-Car UK Ltd|77702| 1,498.40 || TW20 8RX
Department for Transport|GCDA|27.03.12|Agy Staff|Finance|VennGroup Recruitment Solutions|77707| 1,125.00 || WC2R 0AA
Department for Transport|GCDA|29.03.12|Vehicle hire|Operation|Network Logistics UK Ltd|77670| 1,123.20 || RH16 3BY
Department for Transport|GCDA|29.03.12|Courier Service|Govt Mail|Wallington Cars & Couriers Ltd|77708| 2,712.36 || SM6 8RG
Department for Transport|GCDA|29.03.12|Courier Service|Govt Mail|Ozone Couriers Ltd|77719| 3,203.91 || B18 5AN
Department for Transport|GCDA|29.03.12|Courier Service|Regional+|JC Couriers Ltd|77656| 1,311.30 || PE2 6UP
Department for Transport|GCDA|29.03.12|Courier Service|Regional+|UK Express Couriers Ltd|77648| 823.70 || LS28 7RZ
Department for Transport|GCDA|29.03.12|Courier Service|Regional+|Swift  Despatch Ltd|77653| 1,340.42 || L3 7HJ
Department for Transport|GCDA|29.03.12|Courier Service|Regional+|Wallington Cars & Couriers Ltd|77612| 2,855.40 || SM6 8RG
Department for Transport|GCDA|29.03.12|Fuel|W/Shop|ARVAL PHH Business Solutions|77734|26892.09|| SN5 6PE
Department for Transport|GCDA|29.03.12|Repair works|W/Shop|Dicksons of Inverness|77733|1208.68|| IV3 8EX
Department for Transport|GCDA|29.03.12|Tel Chrg|IT|Vodaphone Corporate Ltd|77647|1660.32|| RG14 2FN
Department for Transport|GCDA|29.03.12|Epicor Support|IT|Proband Ltd|77709|35199.36||B1 3BP
Department For Transport|Highways Agency|01/03/12|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|745379REP|5250|A12 KELVEDON BYPASS- PHASE 2|S1 1BA
Department For Transport|Highways Agency|01/03/12|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|EGIS ROAD OPERATION UK LTD|PWI/00006255|149907.57|DEFICIT RECOVERY PLAN / DARTFORD EMPLOYER CONTRIBUTIONS FEB 12 / OTHER COSTS FOR FEB 12|N3 1QT
Department For Transport|Highways Agency|01/03/12|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|745379REP|141.75|A12 KELVEDON BYPASS- PHASE 2|S1 1BA
Department For Transport|Highways Agency|01/03/12|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD236186|2928.17|HAL00012419/ /91033050|CF10 5BT
Department For Transport|Highways Agency|01/03/12|Lands Costs|MAJOR PROJECTS|LAMBERT SMITH HAMPTON|LOMD235174|1179|HAL00012368//ARINV/00122032|CM2 0ND
Department For Transport|Highways Agency|01/03/12|Lands Costs|MAJOR PROJECTS|VALUATION OFFICE AGENCY|LOMD235590|773|HAL00012437/ S /25000209282011|SW19 4DT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|647149REP|16574.09|FINAL INVOICE FOR DOC: 00139718 - A66 TEMPLE SOWERBY BYPASS EAST SIDE|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|650369REP|10091.98|CREATED TO APPLY PREPAYMENT 00139719 - A66 TEMPLE SOWERBY BYPASS HSWDEK1KS/NZ/12|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|656566REP|17122.78|INVOICE 656566 REREGISTERED TO CLEAR PREPAYMENT 650404 DOC 00273799|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|657906REP|1404.17|THIS IS A FINAL INVOICE FOR PREPAYMENT DOC: 00310298 - ALTERATIONS A46 NEW ARK TO WIDMERPOOL IMPROVEMNETS|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|659840REP1|1383.77|INVOICE FOR ADVANCE PAYMENT - HEADON BRIDGE TEMP WORK|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|662469REP|10585.93|THIS HAS BEEN REGISTERED TO UTILISE PREPAYMENT DOC: 00274507 - A46 M40 JUNCTION 15 LONGBRIDGE ISLAND BYPASS|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|740739REP|1208.84|REGISTERED TO UTILISE PREPAYMENT DOC: 00141071 -  BT 5 AND BT 6 PERMANENT A2 PEPPERHILL TO COBHAM WIDENING, THONG LANE TO PARK PALE|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|744477REP|513.7|REGISTERED TO APPLY PREPAYMENT DOC 00141069 -BT 7B, A2 PEPPPERHILL TO COBHAM WIDENING, THONG LANE TO COBHAM SERVICES SOUTHSIDE DIVERSION|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|745385REP|2051.04|FINAL INVOICE RELATES TO DOC: 00171464 - A2 WIDENING BT 24 ADVANCED CABLE RECOVERY, HEVER COURT RD TO NORTH SERVICE ROAD|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|753314REP|1049.65|INVOICE 753314 REREGISTERED TO CLEAR PREPAYMENT 749918|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|BT OPENREACH (CIS) DIVERT/CONNECT|756426REP|2294.55|PIN: A103097 DIVERSIONARY WORKS AT A27 SOUTHERHAM TO BEDDINGHAM REALIGNMENT BT CABLING- CH850 TO WESTERN END OF WORKS TO CLEAR PREPAYMENT 742085|S1 1BA
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD235344|568.9|HAL00009619//91015032|CF10 5BT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD235456|1150|HAL00011445/1018690|CF10 5BT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD236123|1000|HAL00011876/91033083|CF10 5BT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD236222|1164.3|HAL00006001/T/91032955|CF10 5BT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD236228|1764|HAL00012039//91008021|CF10 5BT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD236287|9266.09|00008638|CF10 5BT
Department For Transport|Highways Agency|01/03/12|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD236294|3856.28|00012070|CF10 5BT
