DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|04/09/2013|CurrGrtPriSec-P&NPIS|Commercial & Technical Services|RAIL SAFETY & STANDARDS BOARD|2000011883|2250000|RSSB Research 2ndQ 2013/14|NW1 2DX
Department for Transport|Department for Transport|04/09/2013|Data Supply - TD|Transport Direct and Travel information|INRIX MEDIA LTD|2000011885|18499.2|#|WA14 1EP
Department for Transport|Department for Transport|04/09/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|EUROTUNNEL|2000011789|4932128.5|Opex & Usage Charges - August 2013|CT18 8XY
Department for Transport|Department for Transport|04/09/2013|Eurotunnel Admin Pay|Rail Commercial Contracts|EUROTUNNEL (EURO PAYMENTS)|2000011788|5566775.4|Opex & Usage Charges - August 2013 (EURO PYMNT)|CT18 8X
Department for Transport|Department for Transport|04/09/2013|Legal Consultancy|General Counsel's Office|LANDMARK CHAMBERS|2000011870|1104|#|EC4A 2HG
Department for Transport|Department for Transport|04/09/2013|Legal Consultancy|Refran Prog Off|xxxxxxxx|2000011893|1600|#|xxxxxxx
Department for Transport|Department for Transport|04/09/2013|Legal Consultancy|Refran Prog Off|xxxxxxxx|2000011893|740|#|xxxxxxx
Department for Transport|Department for Transport|04/09/2013|Legal Consultancy|Refran Prog Off|xxxxxxxx|2000011893|-1600|#|xxxxxxx
Department for Transport|Department for Transport|04/09/2013|Printing|Air Accident Investigation Branch|WILLIAMS LEA LIMITED|2000011895|1848.26|#|NR3 1PD
Department for Transport|Department for Transport|04/09/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000011895|2044.9|#|NR3 1PD
Department for Transport|Department for Transport|04/09/2013|Services prov by OGD|MPL Director's Office|DIRECTLY OPERATED RAILWAYS LTD|2000011889|85813.93|#|WC2B 4AN
Department for Transport|Department for Transport|04/09/2013|Services prov by OGD|Transport Security Strategy|DEFENCE BUSINESS SERVICES|2000011894|2941.99|#|YO10 4AS
Department for Transport|Department for Transport|04/09/2013|Training|Rail Commercial Contracts|Ian Tait & Co|2000011901|2500|#|CR9 1DF
Department for Transport|Department for Transport|04/09/2013|Transport  Consult|Rail Commercial Contracts|GRANT THORNTON UK LLP|2000011882|7896|#|NN4 7YE
Department for Transport|Department for Transport|04/09/2013|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000011868|800.8|#|G51 1HJ
Department for Transport|Department for Transport|04/09/2013|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000011868|967.45|#|G51 1HJ
Department for Transport|Department for Transport|04/09/2013|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000011868|1138.8|#|G51 1HJ
Department for Transport|Department for Transport|04/09/2013|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000011868|961.45|#|G51 1HJ
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Commercial & Technical Services|xxxxxxxx|2000011957|2340|#|xxxxxxx
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000011948|4036.38|#|EC4V 4BG
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Group HR|HAYS PERSONNEL SERVICE LTD|2000011946|3384|#|KT3 4JQ
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|MPL Director's Office|CAPITA RESOURCING LTD|2000011966|9557.82|#|DL1 9HN
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Managing Director Motoring Services|SPRING TECHNOLOGY LTD  ALSO T/A|2000011968|2545.92|#|B37 7YE
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000011964|3154.27|#|SL1 3SA
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Group Finance|PARITY RESOURCES LTD|2000011965|4590|#|SW19 3RU
Department for Transport|Department for Transport|05/09/2013|Agency Staff Costs|Group Finance|PARITY RESOURCES LTD|2000011965|6120|#|SW19 3RU
Department for Transport|Department for Transport|05/09/2013|Computer Consumables|Business Transformation|XMA LIMITED GOSC|2000011974|729.52|#|NG11 7EP
Department for Transport|Department for Transport|05/09/2013|Computer Consumables|Business Transformation|XMA LIMITED GOSC|2000011974|731.23|CB387A Hp (Cb387A) Or Compatible Drum Ma|NG11 7EP
Department for Transport|Department for Transport|05/09/2013|Computer Consumables|General Counsel's Office|XMA LIMITED GOSC|2000011974|391.99|C9731A Hp L/J 5500 Print Cartridge Cyan|NG11 7EP
Department for Transport|Department for Transport|05/09/2013|Computer Consumables|General Counsel's Office|XMA LIMITED GOSC|2000011974|393.89|C9732A Hp Colour Lj5500 Col Smart Toner|NG11 7EP
Department for Transport|Department for Transport|05/09/2013|Computer Consumables|General Counsel's Office|XMA LIMITED GOSC|2000011974|393.89|C9733A Hp Lj5500 Smartprint Cartridge Ma|NG11 7EP
Department for Transport|Department for Transport|05/09/2013|Contract Cleaning|Marine Accident Investigation Branch|PROGRESS CLEANING SERVICES|2000011947|702|#|SO30 2FQ
Department for Transport|Department for Transport|05/09/2013|CurrGrtOth to NDPBs|Group Finance|HSBC BANK PLC, LONDON|2000011969|28050000|LCR Finco Payment 9 Sep 2013 - XS0150670551|E14 5HQ
Department for Transport|Department for Transport|05/09/2013|Data Supply - TD|Transport Direct and Travel information|EXPERIAN LTD|2000011954|720|#|NG80 1ZZ
Department for Transport|Department for Transport|05/09/2013|Data Supply - TD|Transport Direct and Travel information|LANDMARK INFORMATION GROUP LTD|2000011955|10593.6|#|EX2 7HY
Department for Transport|Department for Transport|05/09/2013|IT Consultancy|Rail|CAPITA SYMONDS LTD|2000011950|25725.6|#|CA6 4SJ
Department for Transport|Department for Transport|05/09/2013|IT Ser Running Costs|General Counsel's Office|SELEX ES LTD|2000011971|16077.6|#|BS16 1EJ
Department for Transport|Department for Transport|05/09/2013|IT Ser Running Costs|Business Transformation|SOFTWARE BOX LTD|2000011960|15951.6|#|YO61 1ET
Department for Transport|Department for Transport|05/09/2013|Legal Consultancy|Rail Commercial Contracts|Eversheds LLP|2000011970|54762|#|EC2V 7WS
Department for Transport|Department for Transport|05/09/2013|Legal Consultancy|Rail Commercial Contracts|EVERSHEDS LLP|2000011953|34222.2|#|LS11 5DR
Department for Transport|Department for Transport|05/09/2013|Legal Consultancy|Rail Commercial Contracts|EVERSHEDS LLP|2000011953|33750.6|#|LS11 5DR
Department for Transport|Department for Transport|05/09/2013|Office Fur & Equip|Maritime|CAPITA SYMONDS LTD|2000011949|1800|#|DL1 9HN
Department for Transport|Department for Transport|05/09/2013|Other Professional F|Group Finance|Arvato Ltd|2000011975|224955|#|HU10 6FE
Department for Transport|Department for Transport|05/09/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000011972|1500.4|#|NR3 1PD
Department for Transport|Department for Transport|05/09/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000011972|3015.1|#|NR3 1PD
Department for Transport|Department for Transport|05/09/2013|Research|Roads|WSP UK LTD T/A|2000011963|34326.71|#|RG21 4HJ
Department for Transport|Department for Transport|05/09/2013|Research|Local|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000011958|132648.4|#|EC1V 0AX
Department for Transport|Department for Transport|05/09/2013|Research|Local|NATIONAL CENTRE FOR SOCIAL RESEARCH|2000011958|19512|#|EC1V 0AX
Department for Transport|Department for Transport|05/09/2013|Small Software|Managing Director Motoring Services|Vodafone|2000011945|3195.6|#|MK3 5JP
Department for Transport|Department for Transport|05/09/2013|Software Lic Cap|Transport Direct and Travel information|TRAPEZE GROUP (UK) LTD|2000011962|46410|#|BA14 6PH
Department for Transport|Department for Transport|05/09/2013|Support Services|Permanent Secretary|HIGHWAYS AGENCY|2000011944|4101.09|#|B1 1RN
Department for Transport|Department for Transport|05/09/2013|Support Services|Aviation|TAG FARNBOROUGH AIRPORT LTD|2000011961|29988|#|GU14 6XA
Department for Transport|Department for Transport|05/09/2013|Transport  Consult|Rail and Road Projects|MOTT MACDONALD|2000011956|53611.84|#|CR9 2UL
Department for Transport|Department for Transport|05/09/2013|Transport  Consult|Rail|MOTT MACDONALD|2000011956|24218.2|#|CR9 2UL
Department for Transport|Department for Transport|05/09/2013|Travel Expenses UK|Group Finance|RAIL STAFF TRAVEL LTD|2000011967|2816.85|#|WC1N 1BY
