DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT
Department for Transport|British Transport Police |16/07/2010|VEHICLE OWNED - ADDIT 3 YEARS|CAPITAL CONTROL ACCOUNT|JAGUAR CARS LTD|215408|-31647.52
Department for Transport|British Transport Police |16/07/2010|VEHICLE OWNED - ADDIT 3 YEARS|CAPITAL CONTROL ACCOUNT|JAGUAR CARS LTD|215408|31647.52
Department for Transport|British Transport Police |16/07/2010|VEHICLE OWNED - ADDIT 3 YEARS|CAPITAL CONTROL ACCOUNT|JAGUAR CARS LTD|215408|31648.2
Department for Transport|British Transport Police |16/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|NORTHGATE INFORMATION SOLUTIONS LTD|212144|32427.64
Department for Transport|British Transport Police |16/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|NORTHGATE INFORMATION SOLUTIONS LTD|214900|32427.64
Department for Transport|British Transport Police |16/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|SERVERWARE GROUP PLC|215749|2400
Department for Transport|British Transport Police |16/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|SERVERWARE GROUP PLC|215749|4300
Department for Transport|British Transport Police |16/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|SERVERWARE GROUP PLC|215749|21500
Department for Transport|British Transport Police |16/07/2010|HIRE OF CONSULTANTS|FHQ POLICE AUTHORITY|KROLL ONTRACK LEGAL TECHNOLOGIES LTD|216396|15.8
Department for Transport|British Transport Police |16/07/2010|HIRE OF CONSULTANTS|FHQ POLICE AUTHORITY|KROLL ONTRACK LEGAL TECHNOLOGIES LTD|216396|120
Department for Transport|British Transport Police |16/07/2010|HIRE OF CONSULTANTS|FHQ POLICE AUTHORITY|KROLL ONTRACK LEGAL TECHNOLOGIES LTD|216396|660
Department for Transport|British Transport Police |16/07/2010|HIRE OF CONSULTANTS|FHQ POLICE AUTHORITY|KROLL ONTRACK LEGAL TECHNOLOGIES LTD|216396|3350
Department for Transport|British Transport Police |16/07/2010|HIRE OF CONSULTANTS|FHQ POLICE AUTHORITY|KROLL ONTRACK LEGAL TECHNOLOGIES LTD|216396|3575
Department for Transport|British Transport Police |16/07/2010|HIRE OF CONSULTANTS|FHQ POLICE AUTHORITY|KROLL ONTRACK LEGAL TECHNOLOGIES LTD|216396|24000
Department for Transport|British Transport Police |16/07/2010|PRIVILEGED TRAVEL|FIN FINANCE|HM REVENUE & CUSTOMS|20148|115176.94
Department for Transport|British Transport Police |23/07/2010|FUEL & LUBRICANTS|FIN VEHICLE FLEET|ARVAL|216983|46339.49
Department for Transport|British Transport Police |23/07/2010|BUILDING RENTAL|London South Command|LONDON BRIDGE HOTEL LIMITED|216455|52629
Department for Transport|British Transport Police |23/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|Optilan Uk Ltd|216837|21481.16
Department for Transport|British Transport Police |23/07/2010|SEASON TICKET LOAN|FORCE BALANCE SHEET (EXCL.FAR)|RAIL STAFF TRAVEL LIMITED|215443|56684.8
Department for Transport|British Transport Police |23/07/2010|IT - ADDITIONS|CAPITAL CONTROL ACCOUNT|Software Box Ltd|216986|19870
Department for Transport|British Transport Police |23/07/2010|IT HARDWARE MAINTENANCE|TECHNOLOGY GROUP|Software Box Ltd|216986|1200
Department for Transport|British Transport Police |23/07/2010|IT HARDWARE MAINTENANCE|TECHNOLOGY GROUP|Software Box Ltd|216986|9500
Department for Transport|British Transport Police |23/07/2010|INTANG ASSETS LICENCES - ADD|CAPITAL CONTROL ACCOUNT|Pitney Bowes Software Ltd|216400|15
Department for Transport|British Transport Police |23/07/2010|INTANG ASSETS LICENCES - ADD|CAPITAL CONTROL ACCOUNT|Pitney Bowes Software Ltd|216400|39000
Department for Transport|British Transport Police |23/07/2010|IT SOFTWARE MAINTENANCE|DFT OLYMPICS|Pitney Bowes Software Ltd|216400|10000
Department for Transport|British Transport Police |23/07/2010|VEHICLE OWNED - ADDIT 3 YEARS|CAPITAL CONTROL ACCOUNT|VOLKSWAGEN GROUP UNITED KINGDOM LTD (AUDI)|216150|28502.46
Department for Transport|British Transport Police |30/07/2010|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|BRITSPACE MODULAR BUILDING LIMITED|217650|120630.87
Department for Transport|British Transport Police |30/07/2010|VEHICLE SERVICING- PLANNED|FIN VEHICLE FLEET|BT FLEET LIMITED|217656|469.39
Department for Transport|British Transport Police |30/07/2010|VEHICLE SERVICING- PLANNED|FIN VEHICLE FLEET|BT FLEET LIMITED|217656|45284.71
Department for Transport|British Transport Police |30/07/2010|P&L ON SALE- OWNED VEHICLES|FIN FINANCE|BT FLEET LIMITED|217656|2916.18
Department for Transport|British Transport Police |30/07/2010|HIRE OF CONSULTANTS|HR POLICY AND STRATEGY|Cedar Hr Software Ltd|215608|33818.75
Department for Transport|British Transport Police |30/07/2010|BASIC PAY|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|51291.2
Department for Transport|British Transport Police |30/07/2010|OVERTIME|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|15.97
Department for Transport|British Transport Police |30/07/2010|REST DAY WORKING|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|44.59
Department for Transport|British Transport Police |30/07/2010|LONDON WEIGHTING|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|406.19
Department for Transport|British Transport Police |30/07/2010|SMP / SAP / SPP|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|261.23
Department for Transport|British Transport Police |30/07/2010|SMP /SAP /SPP 92% RECOVERY|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|-103.51
Department for Transport|British Transport Police |30/07/2010|LONDON ALLOWANCE|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|6304.5
Department for Transport|British Transport Police |30/07/2010|NI CONTRIBUTIONS|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|3904.81
Department for Transport|British Transport Police |30/07/2010|PENSION EMPLOYER CONTS|LN NO WITNESS NO JUSTICE|LONDON UNDERGROUND LTD|216451|6249.17
Department for Transport|British Transport Police |30/07/2010|BASIC PAY|LN CID Operations|LONDON UNDERGROUND LTD|216450|34775.08
Department for Transport|British Transport Police |30/07/2010|IT SOFTWARE MAINTENANCE|TECHNOLOGY GROUP|NORTHGATE INFORMATION SOLUTIONS LTD|211330|24875
Department for Transport|British Transport Police |30/07/2010|PLANNED MTCE- BUILD (NONCAP)|FIN ESTATES|CARILLION (AMBS) LIMITED|216856|7394.8
Department for Transport|British Transport Police |30/07/2010|PLANNED MTCE- BUILD (NONCAP)|FIN ESTATES|CARILLION (AMBS) LIMITED|216856|18136.48
Department for Transport|British Transport Police |30/07/2010|INTANG ASSETS SOFTWARE - ADD|CAPITAL CONTROL ACCOUNT|SIRA DEFENCE AND SECURITY|217477|10875
Department for Transport|British Transport Police |30/07/2010|INTANG ASSETS SOFTWARE - ADD|CAPITAL CONTROL ACCOUNT|SIRA DEFENCE AND SECURITY|217477|14950
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|Strategic Roads and National Networks|ATKINS LTD (TRANSPORT PLANNING)|2000001293|10281.25
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|Rail Service Delivery|BOOZ & COMPANY LTD|2000001294|5637.5
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|Audit and Risk Assurance|DELOITTE & TOUCHE LLP|2000007931|74887.09
Department for Transport|Department for Transport|01/07/2010|Research|Environment and International|AEA TECHNOLOGY ENVIRONMENT|2000007933|43793.26
Department for Transport|Department for Transport|01/07/2010|Publicity|Road & Vehicle Safety & Standards|BMRB LTD|2000007938|70758.51
Department for Transport|Department for Transport|01/07/2010|Contract Cleaning|Accident Investigating Branches|CLEAN SLATE|2000007940|1757.3
Department for Transport|Department for Transport|01/07/2010|Newspapers|Communication Directorate |JONES YARRELL & CO LTD|2000007942|585.92
Department for Transport|Department for Transport|01/07/2010|Conferences / Seminars|Human Resources|MWB BUSINESS EXCHANGE|2000007943|3382.52
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|Finance & Estates |QUINCEY MASON PRACTICES LTD|2000007945|15112.56
Department for Transport|Department for Transport|01/07/2010|Agency Staff Costs|Transport Security|REED SPECIALIST RECRUITMENT LTD|2000007946|799.68
Department for Transport|Department for Transport|01/07/2010|Agency Staff Costs|Information Management Directorate|SAND RESOURCES LTD|2000007948|17313.86
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|London and Road Demand Management|TDC SYSTEMS LIMITED|2000007949|61460.37
Department for Transport|Department for Transport|01/07/2010|Research|London and Road Demand Management|TRANSPORT RESEARCH LABORATORY|2000007950|31861.27
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|London and Road Demand Management|VIDEO SCIENCE LTD|2000007951|7224
Department for Transport|Department for Transport|01/07/2010|Management Consultancy|Transport Analysis and Economics|WSP DEVELOPMENT LTD|2000007952|4411.33
Department for Transport|Department for Transport|01/07/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000007954|16904.16
Department for Transport|Department for Transport|01/07/2010|Transport Consultancy|Transform Licensing Logistics and Sponsorship|GRANT THORNTON UK LLP|2000007955|28000
Department for Transport|Department for Transport|01/07/2010|Books|Legal Services Directorate |WILDY AND SONS LTD|2000007956|617.5
Department for Transport|Department for Transport|01/07/2010|NLF Interest Payable (Long Term)|Aviation|HM TREASURY - NATIONAL LOANS FUND|2000007959|289777.12
Department for Transport|Department for Transport|01/07/2010|NLF Principal Paid|Aviation|HM TREASURY - NATIONAL LOANS FUND|2000007959|716360.83
Department for Transport|Department for Transport|02/07/2010|Stationery (Non-stock)|Projects|BANNER BUSINESS SERVICES LTD|2000001327|1040.6
Department for Transport|Department for Transport|02/07/2010|Management Consultancy|Strategic Roads and National Networks|AECOM LIMITED|2000001328|100000
Department for Transport|Department for Transport|02/07/2010|Management Consultancy|Finance & Planning|BOVIS LEND LEASE CONSULTING LTD|2000001329|8910
Department for Transport|Department for Transport|02/07/2010|Management Consultancy|Projects|BOVIS LEND LEASE CONSULTING LTD|2000001329|43627.5
Department for Transport|Department for Transport|02/07/2010|Management Consultancy|Rail Service Delivery|BOVIS LEND LEASE CONSULTING LTD|2000001329|10803.5
Department for Transport|Department for Transport|02/07/2010|Travel Expenses UK|Finance & Planning|CARLSON WAGONLIT TRAVEL|2000001330|1649.66
Department for Transport|Department for Transport|02/07/2010|Personal Development|Legal Services Directorate |NATIONAL SCHOOL OF GOVERNMENT|2000007982|850
Department for Transport|Department for Transport|02/07/2010|Services provided by OGDs|Human Resources|OFFICE FOR NATIONAL STATISTICS|2000007983|660
Department for Transport|Department for Transport|02/07/2010|Stationery (Non-stock)|Regional & Local Transport|BANNER BUSINESS SERVICES LTD|2000007984|567.84
Department for Transport|Department for Transport|02/07/2010|Service Charge Computer Expenses|Transport Security|EDUSERV|2000007985|2115
Department for Transport|Department for Transport|02/07/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|OXFORDSHIRE COUNTY COUNCIL|2000007986|7507
Department for Transport|Department for Transport|02/07/2010|Agency Staff Costs|Transport Analysis and Economics|HAYS PERSONNEL SERVICE LTD|2000007987|721.64
Department for Transport|Department for Transport|02/07/2010|Training|Legal Services Directorate |ASK EUROPE|2000007988|620
Department for Transport|Department for Transport|02/07/2010|Computer equipment|Accident Investigating Branches|INSIGHT DIRECT (UK) LTD|2000007989|532.44
Department for Transport|Department for Transport|02/07/2010|Research|Transform Licensing Logistics and Sponsorship|AEA TECHNOLOGY ENVIRONMENT|2000007990|16500
Department for Transport|Department for Transport|02/07/2010|Research|Regional & Local Transport|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000007991|35224
Department for Transport|Department for Transport|02/07/2010|Publicity|Road & Vehicle Safety & Standards|CENTRAL OFFICE OF INFORMATION|2000007993|19769.01
Department for Transport|Department for Transport|02/07/2010|Storage & Distribution|Road & Vehicle Safety & Standards|CENTRAL OFFICE OF INFORMATION|2000007993|3581.05
Department for Transport|Department for Transport|02/07/2010|Research|Road & Vehicle Safety & Standards|AECOM LIMITED|2000007994|14172.26
Department for Transport|Department for Transport|02/07/2010|Agency Staff Costs|Finance & Estates |KELLY SERVICES (UK) LTD|2000007995|908.75
Department for Transport|Department for Transport|02/07/2010|Agency Staff Costs|Legal Services Directorate |KELLY SERVICES (UK) LTD|2000007995|690.9
Department for Transport|Department for Transport|02/07/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|SURVEY & MARKETING SERVICES LTD|2000007998|31250
Department for Transport|Department for Transport|02/07/2010|Support Services|Aviation|TAG FARNBOROUGH AIRPORT LTD|2000007999|27916.24
Department for Transport|Department for Transport|02/07/2010|Research|Regional & Local Transport|TRANSPORT RESEARCH LABORATORY|2000008000|29239.69
Department for Transport|Department for Transport|02/07/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000008002|5761.61
Department for Transport|Department for Transport|02/07/2010|Data Supply - Transport Direct|Information Management Directorate|TRAFFICLINK (UK) LIMITED|2000008003|19583.33
Department for Transport|Department for Transport|02/07/2010|Research|Road & Vehicle Safety & Standards|ROAD SAFETY FOUNDATION|2000008005|10000
Department for Transport|Department for Transport|02/07/2010|Capital Grants to Local Authorities|Regional & Local Transport|CHESHIRE EAST BOROUGH COUNCIL|2000008006|5426803
Department for Transport|Department for Transport|02/07/2010|Capital Grants to Local Authorities|Regional & Local Transport|CENTRAL BEDFORDSHIRE COUNCIL|2000008007|648000
Department for Transport|Department for Transport|02/07/2010|Legal Consultancy|Road & Vehicle Safety & Standards|PETER NORTH|2000008009|4101.13
Department for Transport|Department for Transport|02/07/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|McCLURE NAISMITH|2000008010|64625
Department for Transport|Department for Transport|02/07/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|BURNESS|2000008011|47000
Department for Transport|Department for Transport|02/07/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|LEDINGHAM CHALMERS LLP|2000008011|47000
Department for Transport|Department for Transport|02/07/2010|Other Current Grants to NDPBs (in budgets)|Maritime and Dangerous Goods|PETERKINS|2000008012|31657.5
Department for Transport|Department for Transport|02/07/2010|Training|Information Management Directorate|CONTROLLED ELECTRONIC MANAGEMENT|2000008013|600
Department for Transport|Department for Transport|02/07/2010|Transport Consultancy|Regional & Local Transport|IAN PETER PRESTON|2000008015|2000
Department for Transport|Department for Transport|02/07/2010|Capital Grants to Local Authorities|Regional & Local Transport|BLACKPOOL BC|2000008050|15874559.85
Department for Transport|Department for Transport|05/07/2010|Eurotunnel Admin Payment|Rail Strategy & Stakeholder Relations|EUROTUNNEL|2000001331|4392407.94
Department for Transport|Department for Transport|05/07/2010|Eurotunnel Admin Payment|Rail Strategy & Stakeholder Relations|EUROTUNNEL (EURO PAYMENTS)|2000001332|4769066.05
Department for Transport|Department for Transport|05/07/2010|Management Consultancy|Rail Service Delivery|BEACHCROFT LLP|2000001337|7668.33
Department for Transport|Department for Transport|05/07/2010|IT Consultancy|Rail Service Delivery|ATOS ORIGIN IT SERVICES UK LTD|2000001338|14736.2
Department for Transport|Department for Transport|05/07/2010|Capital Grant to Priv Sector - Companies|Projects|LONDON UNDERGROUND|2000001340|1095266.72
Department for Transport|Department for Transport|05/07/2010|Research|Environment and International|AEA TECHNOLOGY ENVIRONMENT|2000008149|9434
Department for Transport|Department for Transport|05/07/2010|Car Hire and Leasing|Accident Investigating Branches|ARVAL|2000008150|1217.3
Department for Transport|Department for Transport|05/07/2010|Car Hire and Leasing|Corporate Support Function|ARVAL|2000008150|8463.76
Department for Transport|Department for Transport|05/07/2010|First Aid|Information Management Directorate|COMPUTACENTER (UK) LTD|2000008152|4918.55
Department for Transport|Department for Transport|05/07/2010|Training|Information Management Directorate|COMPUTACENTER (UK) LTD|2000008152|3118.45
Department for Transport|Department for Transport|05/07/2010|Management Consultancy|Transport Analysis and Economics|DELOITTE & TOUCHE LLP|2000008153|18111.45
Department for Transport|Department for Transport|05/07/2010|Research|Regional & Local Transport|AECOM LIMITED|2000008154|9981
Department for Transport|Department for Transport|05/07/2010|Research|Road & Vehicle Safety & Standards|HALCROW GROUP LTD|2000008155|2495.35
Department for Transport|Department for Transport|05/07/2010|Research|Road & Vehicle Safety & Standards|INSPEC INTERNATIONAL LTD|2000008156|7083.92
Department for Transport|Department for Transport|05/07/2010|Storage & Distribution charges|Accident Investigating Branches|IRON MOUNTAIN|2000008157|484.39
Department for Transport|Department for Transport|05/07/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|JACOBS ENGINEERING U.K. LTD|2000008158|5568
Department for Transport|Department for Transport|05/07/2010|Agency Staff Costs|Transport Security|JOSEPHINE SAMMONS LTD|2000008159|1178.83
Department for Transport|Department for Transport|05/07/2010|Service Charge Computer Expenses|Communication Directorate |KAINOS SOFTWARE|2000008160|9179.69
Department for Transport|Department for Transport|05/07/2010|Property Maintenance|Information Management Directorate|LANDSECURITIES TRILLIUM|2000008161|522
Department for Transport|Department for Transport|05/07/2010|Management Consultancy|Finance & Estates |QUINCEY MASON PRACTICES LTD|2000008163|1445.79
Department for Transport|Department for Transport|05/07/2010|Support Services|Accident Investigating Branches|T N T INTERNATIONAL|2000008164|598.1
Department for Transport|Department for Transport|05/07/2010|Books|Maritime and Dangerous Goods|THE STATIONERY OFFICE LTD|2000008166|5019
Department for Transport|Department for Transport|05/07/2010|Agency Staff Costs|Finance & Estates |MICHAEL PAGE INTERNATIONAL|2000008167|7255.63
Department for Transport|Department for Transport|05/07/2010|Travel Expenses UK|Corporate Support Function|CARLSON WAGONLIT TRAVEL|2000008168|1905.24
Department for Transport|Department for Transport|05/07/2010|Travel Expenses UK|Regional & Local Transport|CARLSON WAGONLIT TRAVEL|2000008168|-678.39
Department for Transport|Department for Transport|05/07/2010|Management Consultancy|Transform Licensing Logistics and Sponsorship|E NEVILLE LTD|2000008170|1523.15
Department for Transport|Department for Transport|05/07/2010|Support Services|Regional & Local Transport|NATIONWIDE DATA COLLECTION MIDLANDS|2000008172|66764.97
Department for Transport|Department for Transport|05/07/2010|Research|Transport Analysis and Economics|AMBIENT PERFORMANCE LTD|2000008174|10055
Department for Transport|Department for Transport|05/07/2010|Services provided by OGDs|Human Resources|CABINET OFFICE|2000008175|1152
Department for Transport|Department for Transport|05/07/2010|Area Based Grants|Regional & Local Transport|COMMUNITIES AND LOCAL GOVERNMENT|2000008176|9313930
Department for Transport|Department for Transport|05/07/2010|Area Based Grants|Road & Vehicle Safety & Standards|COMMUNITIES AND LOCAL GOVERNMENT|2000008176|6443929
Department for Transport|Department for Transport|05/07/2010|Postage|Finance & Estates |GOVERNMENT CAR & DESPATCH AGENCY|2000008177|2494
Department for Transport|Department for Transport|05/07/2010|Traffic Survey & Counting Equipment|London and Road Demand Management|HIGHWAYS AGENCY (14272)|2000008178|4092.04
Department for Transport|Department for Transport|06/07/2010|Agency Staff Costs|Finance & Planning|ALLEN LANE FINANCIAL RECRUITMENT|2000001356|15128.14
Department for Transport|Department for Transport|06/07/2010|Management Consultancy|Projects|PRICEWATERHOUSECOOPERS LLP|2000001357|96070.63
Department for Transport|Department for Transport|06/07/2010|Research|Projects|STEER DAVIES & GLEAVE LTD|2000001358|14550
Department for Transport|Department for Transport|06/07/2010|Travel Expenses Overseas|Finance & Planning|CAPITA BUSINESS TRAVEL|2000001360|1201
Department for Transport|Department for Transport|06/07/2010|Agency Staff Costs|Rail Service Delivery|CAPITA RESOURCING LTD|2000001361|6787.74
Department for Transport|Department for Transport|06/07/2010|Management Consultancy|Projects|FIRST CLASS PARTNERSHIPS LTD|2000001362|5065.5
Department for Transport|Department for Transport|06/07/2010|Postage|Finance & Estates |GOVERNMENT CAR & DESPATCH AGENCY|2000008224|789
Department for Transport|Department for Transport|06/07/2010|Personal Development|Legal Services Directorate |NATIONAL SCHOOL OF GOVERNMENT|2000008225|850
Department for Transport|Department for Transport|06/07/2010|Room Hire|Finance & Estates |CITY INN WESTMINSTER|2000008226|1578.35
Department for Transport|Department for Transport|06/07/2010|Room Hire|Regional & Local Transport|CITY INN WESTMINSTER|2000008226|535.96
Department for Transport|Department for Transport|06/07/2010|Capital Grants to Local Authorities|Regional & Local Transport|SOMERSET COUNTY COUNCIL|2000008227|2049013
Department for Transport|Department for Transport|06/07/2010|Printing|Road & Vehicle Safety & Standards|TAURUS PRINT & DESIGN LTD|2000008228|880
Department for Transport|Department for Transport|06/07/2010|Printing|Transform Licensing Logistics and Sponsorship|TAURUS PRINT & DESIGN LTD|2000008228|1925
Department for Transport|Department for Transport|06/07/2010|Agency Staff Costs|Corporate Support Function|ALLEN LANE FINANCIAL RECRUITMENT|2000008229|5193.5
Department for Transport|Department for Transport|06/07/2010|Agency Staff Costs|Finance & Estates |ALLEN LANE FINANCIAL RECRUITMENT|2000008229|4597.19
Department for Transport|Department for Transport|06/07/2010|Transport Consultancy|Regional & Local Transport|ATKINS LTD (MANAGEMENT CONSULTANTS)|2000008230|17155
Department for Transport|Department for Transport|06/07/2010|Machinery Rental|London and Road Demand Management|CANON (UK) LTD|2000008234|1551.38
Department for Transport|Department for Transport|06/07/2010|Support Services|Aviation|CARDIFF INTNL AIRPORT LTD|2000008235|22808.22
Department for Transport|Department for Transport|06/07/2010|Management Consultancy|Transport Security|DELOITTE & TOUCHE LLP|2000008238|236064.55
